Tax year,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
"       Mortgages, notes, bonds payable in less than one year",NaN,NaN,NaN,0.011826271826106407,NaN,0.01679967850846969,0.01736551356842647,0.02191460196800695,NaN,NaN,NaN,NaN,NaN,0.016528910492208636,0.015409393822298008,0.014685359937643633,0.01896000083791684,0.01758169812648967,0.019121826611100085,0.017241665427056293,0.016225834251884452,0.015593608643595377,0.014782107762214674,0.02536984284246278,0.0240685662139561,0.024605202619229903,0.02733420702406905,0.025865318834803353,0.023879133152067175,0.024256808026980988,0.034942428433284656,0.032978789820161766,0.03901159274263194,0.03938378137859379,0.029852468426897042,0.031956748006225805,0.025230542614450045,0.02006028502575063,0.018146827412137294,0.018634108558213253,0.01920000979501579,0.02164380728589385,0.02205433741880396,0.0219056630847138,0.020885849672483477,0.022657013304292935,0.020784226350853686,0.018500474157859333
       Other current liabilities,NaN,NaN,NaN,0.0071458318361251215,NaN,0.021525729296851894,0.033157072204564896,0.038862773039806044,NaN,NaN,NaN,NaN,NaN,0.01648646923729451,0.019509456925187626,0.020774236543675616,0.02741190400525874,0.031788799396103906,0.039801347630019655,0.03986941523507678,0.05563921563391677,0.08216512385171437,0.09788498338453676,0.10273407374329638,0.09993290401209738,0.09012757576076837,0.1488757440160485,0.14143794424943004,0.15377479149300177,0.19330378877444546,0.28433131488081664,0.2683529191638167,0.2844551004723706,0.24451857600294438,0.1937724042166679,0.17547324425038763,0.1760103819091251,0.17266753580817487,0.1905560405938551,0.19579610779970033,0.1910895528449574,0.2088199031285069,0.22014016666851927,0.2405135272569682,0.24943730031900677,0.27352376897407804,0.2705896431477416,0.2563792957746371
       All nonrecourse loans,NaN,NaN,NaN,0.035612753705032196,NaN,0.04161624214688866,0.04307219770498725,0.04620774845541988,NaN,NaN,NaN,NaN,NaN,0.08343763909741699,0.08171617082448535,0.07884094548110862,0.07700741962372012,0.0729434391864089,0.06965162011437097,0.06357854651612765,0.06096335664954437,0.058737863864809677,0.05740152901433882,0.05775285543115347,0.06044456219866077,0.0623763535328231,0.06613949176941179,0.07047949201343788,0.06979468936712507,0.06993967249113463,0.08455831981064478,0.07980644682167955,0.08360389901278327,0.08688365016545178,0.08852383760898468,0.08142120939697471,0.0777273035844462,0.07459043058403578,0.07256410039807039,0.07123707810558959,0.06940116793538176,0.0700657624951522,0.07026527946876883,0.07078117708717191,0.0691474641900815,0.07613898105012046,0.07281479062002319,0.07096771988255132
        Loans from partners,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008917526980591717,0.011043465565643347,0.011933702504809787,0.014747339781185267,0.01604380460058555,0.01712510922012774,0.017197494587780544,0.014695511624515965,0.013380236854422627,0.019494431394843418,0.017989332808444197,0.017475498965365596
"       Mortgages, notes, bonds payable in one year or more",NaN,NaN,NaN,0.048878500543672626,NaN,0.06231196227776714,0.06127422037947129,0.07064392460170184,NaN,NaN,NaN,NaN,NaN,0.09044266827946784,0.09077733985869207,0.0832995366202795,0.0797074390614422,0.07459353158208169,0.0712676190435921,0.06975314220645523,0.0712397072207477,0.07519714591207714,0.08228092712233047,0.0975913388739947,0.10265290153680154,0.11044641170888324,0.12156503204661456,0.12581788687603782,0.12126132833469355,0.12651606645256408,0.17079235047986469,0.16119443558769833,0.17657240372336266,0.18734645753629925,0.18906816296678278,0.17894529366825146,0.16407240201306023,0.16647017054910276,0.16095498481903842,0.16999433716387274,0.17610636955337405,0.1849090489809764,0.19602094018275043,0.19673601956883727,0.1919990099341773,0.22363457046482804,0.2213647723381177,0.22740280308892696
       Other liabilities,NaN,NaN,NaN,0.012248322524375967,NaN,0.0169294843011269,0.016922160022275985,0.021060527742629693,NaN,NaN,NaN,NaN,NaN,0.03452891984971464,0.03782932884050213,0.02158524563552381,0.023797371734174455,0.022234306807005232,0.024674980998195102,0.026495985720786316,0.031002972741643736,0.030120089724892055,0.03894588887365533,0.0431786800947211,0.04613333932775782,0.05052183085044199,0.058823816054709877,0.059643973780842865,0.07013452107764621,0.0698556415891175,0.10370530570249073,0.09787744107505271,0.10792981808770734,0.09550605313712478,0.09559077327104509,0.09714475581087903,0.0887182135564893,0.09461635083613419,0.09719923986487987,0.10250018190452619,0.10153367165128388,0.105739821183964,0.11201404933545624,0.11978097884464156,0.1225302608423721,0.14979987392914274,0.16748655027081455,0.15696551946614906
       Partners' capital accounts,NaN,NaN,NaN,0.02578912646246235,NaN,0.038067278034876896,0.04215687077277777,0.04296043978851537,NaN,NaN,NaN,NaN,NaN,0.05100928302789033,0.06306417386618643,0.05295660996950602,0.057891284836676854,0.061213421044680735,0.0727029317674456,0.08690140637684851,0.10892500264079356,0.14037539925694173,0.17644731923513843,0.2180006104062346,0.2643257221447193,0.2925225538076854,0.33954889585821263,0.3563441024647208,0.38160972063771936,0.43870505138822363,0.5979040405632341,0.5643039871715874,0.6871604402666588,0.6156079664116022,0.6708835664319001,0.7193817946755297,0.7458820181654403,0.7836692985775168,0.848449393783415,0.8804828171496611,0.893537405673096,0.9001954858818012,0.9830031215929838,0.9683214573067404,0.9798887821261875,1.2202914058533312,1.3396110206909022,1.2360411013957067
Income and deductions from a trade or business: ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
   Total income,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.09517502126445496,0.08955337742263692,0.08703376708662411,0.08370417719407956,0.08458929605831118,0.08838453033647448,0.0965835894432402,0.10664016448707936,0.12418739454203714,0.14570466165637935,0.1627396046946551,0.18221794948735212,0.21643256840925604,0.2327044329063255,0.2362553896438758,0.2376106063396602,0.24733034167578224,0.27253131124562346,0.28322402948901976,0.2931992662406589,0.3182824945148438,0.2684321686727931,0.28446674134729877,0.30691130655321514,0.3126262934532302,0.32281634007344373,0.31821460446300454,0.2894413066201243,0.2837665079333257,0.30339809638966797,0.311414292952403,0.2740991976223564,0.3060671458775209,0.32759891707896666,0.3535954741068127
Receipts and deductions from trade or business: [1],NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
Total Receipts,0.0880866381704833,NaN,NaN,0.09320981553402599,NaN,0.10219346958517234,0.08485385967937423,0.08872877535035853,0.08016391215501874,0.09292433697830872,0.08460914768197772,0.08675426994008906,0.09120136471814327,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
     Business receipts,0.08457798248446202,NaN,NaN,0.08833617721388723,NaN,0.09488264054230085,0.07172572349402455,0.07524666987061683,0.06693611073962352,0.07884420324582866,0.06977064742650287,0.07149673128686569,0.08474539768063824,0.08860145388907498,0.08241517748573982,0.08106755496764793,0.07845960924170312,0.07895723680729509,0.08179547919614018,0.0900421781317361,0.09956056082470773,0.11344364720364687,0.13313395302062872,0.14969472560242583,0.16776382407042467,0.2011290497702067,0.21529160949766343,0.22089516299042886,0.2221990464760026,0.23072899239727349,0.25155361921443475,0.2584966208085464,0.26578508076562013,0.2941037040833557,0.24604631723281845,0.26223879014718016,0.2855541913155944,0.28852661066803986,0.3002826011246109,0.2944951011288076,0.2665979472336159,0.2615628397749035,0.27837967704838573,0.2858313827462482,0.25057754843991975,0.2761197313382687,0.2957146731732688,0.32008165789752246
     Ordinary income from other partnerships and fiduciaries,0.00023258713849572438,NaN,NaN,0.00035274211291976226,NaN,0.0004470338679042889,0.0005807655717529024,0.0005910994982039836,0.0009772269855185885,0.0010245372699166561,0.0011280653812797896,0.0010298587375271065,0.000805263824568016,0.0009471688579144831,0.0011528511516277354,0.001008652818043636,0.0008803045535421554,0.0010966143262446807,0.0013968835144525257,0.0013312251723424354,0.0016360698499387873,0.002522383038432963,0.0026684675301298084,0.0027540616786149385,0.003345048349255937,0.00335540962439391,0.0035102832385286273,0.0029618950604203016,0.0033920491949949593,0.003987104815212918,0.005718350294117038,0.006298083692885056,0.007074573303667733,0.006406032297390457,0.006056832448696363,0.006282806246353987,0.006283247366044494,0.007541828058006752,0.007571887405266718,0.00824741395143541,0.007610229757072129,0.007794149805425848,0.008227335754219512,0.008585604949063047,0.008150571759994972,0.009678392953056383,0.01227702939161401,0.014143298764664101
     Nonqualifying dividends and interest received,0.001482463095820296,NaN,NaN,0.0018784397339852586,NaN,0.003868399160468231,0.005151525346885182,0.004563625575656837,0.0041293060226667965,0.004124022039754677,0.004738203618869785,0.004741865447237998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
     Rents received,0.0003853887224435339,NaN,NaN,0.0003890701603462155,NaN,0.0004128422322137593,0.003807730241053981,0.004400710690776242,0.004522656890214137,0.004733704295087221,0.005072893185240122,0.00504332466960766,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
     Royalties ,0.00016584505704776058,NaN,NaN,0.0001744834046961238,NaN,0.0002529049206123108,0.00022221948518899508,0.0003642009110024586,0.00026817908893632923,0.0002822425031819543,0.0002829716391805538,0.00027924869929476853,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
     Farm net profit,1.3857762816160445e-5,NaN,NaN,1.2906962454057856e-5,NaN,6.8946039050056574e-6,0.0005980986834904823,0.0005221663209012291,0.0004669731026477984,0.0003931347556093167,0.00042793039560689276,0.00038060293503996284,0.0013391524371217341,0.0004886879210638988,0.00043480053460200866,0.0003747605290095292,0.0004540504104412233,0.00039291664359778275,0.00037831489092679673,0.00034775818979925995,0.00033146062782952687,0.0003675164329239667,0.0003783476917423526,0.00031525021414423353,0.0003645207457617827,0.00026905783970113215,0.0002910934291847923,0.0002646255302811538,0.00029974590732731346,0.000290188354185363,0.00035871932911206114,0.0003558756803820729,0.00033968167421433463,0.000505504587652884,0.0004673815917553082,0.0003913283506227768,0.0005522281408424196,0.000666899102188573,0.0005666863123962461,0.0006305966025482081,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
"     Net gain, noncapital assets",0.00021340444322050396,NaN,NaN,0.0004071382918601343,NaN,0.00038554870022717197,0.0006116735021473065,0.00038428321882750377,0.0004689626250468487,0.0007164502888216379,0.0005132541549521212,0.0007278435751701392,0.0005497573227962099,0.0010803007693397687,0.0005240216393279897,0.0006511610318315305,0.0003284960415736663,0.0003142291789966976,0.0005008476270306926,0.0004119818542997647,0.00041839882435928196,0.0005690060177462944,0.0005706686476514511,0.0007148587464581929,0.0006906307975810213,0.0006990550731288177,0.0006297960419125851,0.0006387047323532717,0.0006453534035412365,0.0008524084413477528,0.0010394837197413307,0.0010971652806834138,0.0010472391342736898,0.0011980999551654578,0.0009070523710105776,0.001457361769120294,0.0013681519015839503,0.001723674339253733,0.0014755923086761358,0.0015244032049271763,0.0015528737630717956,0.001563637226080227,0.002158091672172621,0.002399345320382198,0.00205817312196454,0.0028727665381334637,0.003200612459640191,0.002874548976238911
     Other income,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004057409827061831,0.005026526788594684,0.003931637740091468,0.0035817169468193993,0.0038286058352594893,0.004313005107924274,0.004450446095062655,0.004693674360244034,0.007284841973154871,0.008953224766227008,0.009260708453011905,0.01005392552432871,0.010979996101825469,0.012981650793536793,0.011495001330392197,0.011074411445081155,0.011471647667762718,0.0138611386882183,0.016976284098904837,0.01620378385638253,0.016069153591279323,0.014954585097582433,0.014096454834021542,0.013153487893253551,0.014167281285741268,0.012919572863254408,0.013317089632078076,0.013680255811704815,0.01284588112691614,0.014632991965879028,0.01459795993670956,0.013312904300477131,0.017396255048062293,0.01640660213874059,0.01649596846838721
     Other receipts,0.0009973042974555227,NaN,NaN,0.001658857653877213,NaN,0.001937205907520613,0.0021561236666447357,0.0026560192643734397,0.0023944967003647183,0.0028060428277796806,0.0026751818803455838,0.0030547948077039393,0.0037617934530190735,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
   Total deductions,0.08349434685893084,NaN,NaN,0.08706641736112322,NaN,0.09930660583549475,0.08570663424633486,0.09091627282702347,0.08088213276801179,0.09379119172639874,0.0866565592965534,0.09054733994944134,0.08722556755982999,0.08879913311300544,0.08427316762325447,0.0827530083123936,0.07963989078500953,0.0787193820187239,0.08088760190004926,0.08885714213180415,0.09867415604884401,0.11305690846738102,0.13487798896468364,0.15294490940289315,0.1710582213670361,0.20480746607729702,0.22191078516969825,0.2247071005245808,0.22412598309249374,0.23042772981623608,0.24883528632936522,0.2573796321154163,0.2456676563337264,0.3107803325447455,0.2589134042548636,0.2675517286863002,0.2905166961201641,0.288495078310099,0.2998547836008768,0.2931936381916134,0.2686740920028561,0.26490313834475065,0.285095862289519,0.2931676423555647,0.26051335767132955,0.2912571166198938,0.29971932973792703,0.32106305654729717
      Cost of goods sold,0.03838369604440372,NaN,NaN,0.037088467464053185,NaN,0.039857693975481105,0.040549406446627904,0.043242893316534026,0.03448801168287178,0.0447932533405257,0.03372113923575108,0.03584736565020195,0.0488457996195843,0.04823709342113857,0.04126460495109526,0.04065777968803034,0.03840460308642447,0.03813092088786345,0.03973180109699428,0.04599064075871839,0.05174546768486766,0.06023170899684162,0.07288761233974449,0.08134731607181299,0.09367053334734339,0.11956244620011879,0.12645280987993776,0.13086279584756597,0.13292132405762694,0.1363771599473398,0.1515289907039521,0.15265130548598638,0.1457049578740918,0.18395791565283412,0.14191546958582246,0.15522650545342934,0.17511056286095172,0.1739603763880455,0.18285267130482813,0.17412359336347774,0.1473413963658633,0.14146455253475515,0.15357705701306265,0.16185050092668096,0.13362379016844117,0.15232514496534572,0.16214460513086157,0.1826453478451072
"       Inventory, beginning of year",0.004550754820452679,NaN,NaN,NaN,NaN,0.004639218326907119,0.0050330288886235005,0.007568637554582541,NaN,0.010273577730208417,0.005863708720415564,0.005422247993342695,0.005841514742395548,0.007107300611598953,0.0073211189064056525,0.007188836794818304,0.00708865793490198,0.0065906614806281955,0.006803141301255847,0.006395028650094494,0.007160221232399127,0.007481793784362481,0.008212356042842994,0.0096600126649363,0.009935172479527932,0.011003849983884423,0.012126728595514107,0.01604295904112211,0.012448392041164585,0.012657813134863352,0.014072885930015476,0.015614200356220943,0.014903681287872486,0.01883572879692444,0.018715136696079663,0.01659527272662031,0.016030844311940743,0.016144712399493784,0.015859980724713566,0.016606134901941363,0.01591359309328949,0.015946393211178377,0.016777168454457356,0.016176501206689453,0.01475273038761128,0.017972984121237986,0.015369636736956993,0.01602102529709325
       Purchases,0.02528852326304644,NaN,NaN,NaN,NaN,0.02465244616696771,0.028729571589511952,0.028743200303607674,NaN,0.02485596836546742,0.02118607234559098,0.02183808761011531,0.03459741412069291,0.033042390266054905,0.024285935677593865,0.023565022243299844,0.02177384591975907,0.023010255927348428,0.023790374771143617,0.028927776045677676,0.03358054826146775,0.039803707661051076,0.049786960312219616,0.05088315299757239,0.06074742907716735,0.07775260707493314,0.08387084112924968,0.0826773420118092,0.08620926639578579,0.0925368853049423,0.10186100792863241,0.10220561144614744,0.09755477860373624,0.12490132142060636,0.09595844438349402,0.1072431216725715,0.1266694186797568,0.12488169308790406,0.1336866437217025,0.12535232595292017,0.1030256896699588,0.09853098831140564,0.10628280624891712,0.11460632596513372,0.09039239146067996,0.10320186803626114,0.11662987535217693,0.12588063799371582
       Cost of labor,0.0027217194570135746,NaN,NaN,NaN,NaN,0.0024553003929924226,0.001819647145140957,0.002148420549263126,NaN,0.0019383311377291484,0.0020385224265892965,0.00213756370327653,0.002054502838700243,0.0022029742355395023,0.002371375926602122,0.002335176376756959,0.0023039871363526162,0.002273933807307517,0.0023632725183234554,0.002542563051340728,0.0026284185514471744,0.0028354373933652927,0.003356931791261656,0.003686708227695649,0.004370103243925038,0.004557057237220504,0.005011317218250094,0.005374274917953048,0.0055369929602974745,0.005523655346120337,0.006136149104887364,0.006620066920085819,0.006318822945168475,0.007687698842413017,0.006912231515436419,0.007007425491085071,0.0072975668428149915,0.007820859519243606,0.008115799402192436,0.008431815050518118,0.00843487541609003,0.008360780185475997,0.008544224377376786,0.008733231005654584,0.008475276581011071,0.009473968552740897,0.008947687786780928,0.009924694643336493
       Materials and supplies,0.0019712856044023872,NaN,NaN,NaN,NaN,0.001961243226576633,0.0019210864469771357,0.0019585607823938652,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
       Additional inventory costs (Section 283A),NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00026064386438087706,0.00028594724123535883,0.00041262784539083025,0.00040522097068257954,0.00040276665201394776,0.00040081271997554724,0.0004531362929151736,0.000547915698078119,0.0005954410282327338,0.0006859703098751636,0.0008864715713760756,0.0008734895562825554,0.0009209789836584789,0.000831286011289488,0.0009920737513925864,0.0011288687969777588,0.001162159045777706,0.001455705138887843,0.0016750737794666343,0.001426401549612492,0.0013614936147199007,0.001140121823751637,0.0010155216162489095,0.0009338108233446659,0.0008101571873157821,0.0009782934876833168,0.0009454118059085642,0.0009458388501952904,0.0009237375484551286,0.0007757139849570163,0.0008988370038050996,0.0010977937905888872,0.0009749589391486028,0.0011542971996485098,0.0010027855933948265,0.0012277030087645897
       Other costs,0.008689686771471847,NaN,NaN,NaN,NaN,0.011290676500635038,0.010113993865373096,0.009614206817475624,NaN,0.017495010542119813,0.010919843815791688,0.012446421775029472,0.012619600367851888,0.012516028452929262,0.013628991700906484,0.013954211402575554,0.013201163535223118,0.012535787085525005,0.01303741835566334,0.014263546151105852,0.015429560447601093,0.017613590628260047,0.019946715566399365,0.02676923113420474,0.02923121194388388,0.03770469181789165,0.03725096841984103,0.03829074010431592,0.04081332018208084,0.03934408157158156,0.045101987415329337,0.04536865168845933,0.04330416606674981,0.050400809838304514,0.0366727938888527,0.040279122539341725,0.04129204565822028,0.04101992054864135,0.04128642851713998,0.03996590474245488,0.03548864032335796,0.03509127056317676,0.038816729894633424,0.038861447932458694,0.03447171571452567,0.03845407342247337,0.03794400948846702,0.04792240879101107
"       Less:  inventory, end of year",0.004838333222545617,NaN,NaN,NaN,NaN,0.005141190638597812,0.007067921488998738,0.006790132690788803,NaN,0.00976963715938105,0.006287008072636443,0.005996949535890556,0.006520666746992667,0.007849903694076012,0.007904441308994998,0.00759186580099357,0.006950845459716742,0.007094976371583818,0.007126580087741463,0.006964847714551855,0.007960122904561393,0.008659924252352435,0.009887876051348917,0.010997597546105145,0.012012029688598646,0.01262600166306505,0.013098248721948522,0.013023014687017458,0.013359554923209196,0.015286892835311802,0.017545248223491062,0.018756469270967427,0.01790296228579514,0.01928142443037044,0.017358658583359228,0.016832247799533934,0.01698946981909689,0.016885102654920613,0.01704159286682891,0.017178426134552102,0.01672314622903644,0.01724059377461624,0.017742709017116064,0.017624799022255253,0.015443282868110104,0.01793204632023317,0.017749389869063624,0.01833112188881401
     Salaries and wages,0.007412314885595856,NaN,NaN,0.007052841917350705,NaN,0.007817268847904688,0.006845143233279525,0.0069396971519434985,0.006806142368351679,0.007064229781308907,0.00780925743129893,0.007927419043149983,0.00837787039296921,0.008994404402381924,0.009580981746248392,0.009395231441669026,0.009403480018037947,0.009472108530753136,0.009531858514303077,0.009615339341281112,0.010509839786621261,0.011666023875274026,0.013430357869005049,0.015768933765296155,0.017641156237267905,0.019642160454950916,0.021817774339631273,0.02176595070704764,0.02137902622540141,0.02200232058158026,0.022487316358515023,0.024020070597093154,0.02292704515916151,0.027300821700297538,0.026913145587736262,0.02693599881347369,0.027923222142534242,0.028470733611542287,0.0297274259578241,0.030750191133213516,0.03157945400330003,0.032257344131291645,0.03350424130977903,0.033905765860999984,0.03305719605522419,0.03625530438640783,0.03675848639731396,0.03806807362411894
        Less: jobs credit,NaN,NaN,NaN,NaN,NaN,6.934851592775995e-6,2.8505404202814993e-5,4.66028209315839e-6,3.7093723290730586e-6,5.576314520485247e-6,3.8052730838291683e-6,8.98958889919297e-6,0.0005736320636676234,5.0803045887299726e-5,4.987751658223406e-5,4.401034085375097e-6,2.8913002634404054e-6,1.7068162378972711e-6,2.219854053890912e-6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
     Guaranteed payments to partners,0.0015723067901791438,NaN,NaN,0.0014885446030551979,NaN,0.0016610931202002445,0.0016253802180888862,0.001600184102525608,0.0016067404908809428,0.0018618681384273332,0.0017732826086505604,0.0015804288598797588,0.0014854571836674586,0.0015390658688215157,0.001727935082016031,0.0014806700961774526,0.001599352010976061,0.0015252991145996205,0.0015161075380411542,0.0014983298194267346,0.0016169656882706487,0.0016949072490171709,0.001810366640738523,0.0020157851581908805,0.002191053799059969,0.0023706634271626675,0.002529079527938621,0.0025754402829581335,0.0024852415887993227,0.002636711156962694,0.002815938742240032,0.003022628505796679,0.0028850847865599465,0.0035089764548917246,0.0033156183764034247,0.003323033382149517,0.0034308239397958886,0.0035600435462843846,0.003660272039940564,0.0038107479053151446,0.0036701909957021633,0.003735471575965281,0.003768305865429417,0.0033387738280743957,0.003196187396999682,0.0034640136894574626,0.00341767323923122,0.0031452972206765374
     Rent paid,0.0021523902845503365,NaN,NaN,0.0021918503112137743,NaN,0.002320936112220353,0.0015546028254705818,0.001702820961490094,0.001712794142493832,0.001865780350915256,0.0019675504306427847,0.0020698220009428706,0.0018502861356294211,0.0020202009457574023,0.002130301794887248,0.0021858687296499968,0.0022235351029509126,0.0021505314073972056,0.0021797438791442926,0.002145927070291123,0.00226863879952077,0.00239612667813022,0.0027358325545563584,0.003062744619029602,0.0032231692051600783,0.003505278631682209,0.003995189818415905,0.004080741264520398,0.004053825661526913,0.00412555368678705,0.004286728086093032,0.004515133237591204,0.004309673579827539,0.005052602116390796,0.005093167893200108,0.005206551597448091,0.00516703094642908,0.005077649891072766,0.005280573066859913,0.005236049831049711,0.005535886297795045,0.005529441215707831,0.005786354415248299,0.005706472475803761,0.00559997886720611,0.005895265330079169,0.005636347167800917,0.0055520551945233195
     Interest paid,0.00717969688480768,NaN,NaN,0.006813578335421983,NaN,0.009926264836085167,0.006107192892139514,0.0064349287589617644,0.006154108460065635,0.0063001550668674786,0.006608682134668087,0.006431150675676708,0.004109775777179796,0.004438596809510587,0.005804580454411707,0.00496683209394239,0.004542547419841319,0.003848162676503801,0.003937590972097783,0.004999467699413056,0.005599121253852712,0.0060931182509071456,0.006938966035997217,0.0080996964850995,0.00772788265021121,0.009048110653527595,0.009192878443996364,0.006233600216961897,0.005640478769601403,0.005275928208076551,0.007934027532523667,0.00990105375936723,0.009450509553946504,0.009652868252932899,0.00650084296474108,0.005705532491224815,0.005207210034121099,0.004987887451496465,0.004623909234004335,0.004707046196480286,0.0046731869477697726,0.005148108688404993,0.005660186705127273,0.005163721704086013,0.005280387467361858,0.00598644588578742,0.004768888095560732,0.004579270796335728
     Taxes and licenses,0.0034250722889850103,NaN,NaN,0.003131856239095186,NaN,0.003343408671171841,0.0015716468857117822,0.0015817298878607472,0.001626164888754603,0.0016527552293892456,0.0017851563697358296,0.001717656509880381,0.0014144504414325626,0.0015264798322829373,0.0015727989322140252,0.0015661865619881056,0.0016016358215295587,0.0015808977065107318,0.0015860448237013053,0.0015843657320827815,0.0017214587809102106,0.001825655799577908,0.0020894953478568243,0.0026275740754778563,0.0027926232653720648,0.003038284054007862,0.003272233257282297,0.0033320714737195387,0.0034058958054196545,0.0034471310765579926,0.0035965454774553986,0.003834332217467768,0.003659852186935289,0.004266515827974561,0.00425802622684368,0.004205495910650635,0.004415010975829585,0.0045034096900634125,0.004667377795080922,0.004735952035360013,0.004772658667367331,0.004739841231916362,0.004868799122093083,0.004800603548052344,0.00427287608689738,0.004901426512240938,0.005890379713596828,0.006189461413629079
     Bad debts,0.00015139913015815737,NaN,NaN,0.00011208671206272839,NaN,0.0001372827631052596,0.00012299749208070617,0.00016630535000862793,0.000174948363225701,0.0001627585407516768,0.00018398176160797276,0.0002369385219027472,0.00025130936529072347,0.00026683864107624307,0.0002931423466475704,0.0005846303560672021,0.0004407007388120645,0.00043824535180520853,0.000401649092761322,0.0003479059824602908,0.00046770109855703374,0.0006426860637062093,0.0006820623180133446,0.0008107748396552639,0.0008737847273415946,0.0009579683916186516,0.0011568650668512329,0.0012971392541825005,0.0010801234239227683,0.0010453235750658334,0.0011700705189130894,0.0008902255518279612,0.0008497161299379836,0.002181465608818823,0.002787371200865419,0.0021667552552264205,0.0009480127607320434,0.001536812852490807,0.0008848673954720907,0.0008534140293539271,0.0009394031238775975,0.0010156536220082486,0.001023571568208242,0.0010236028670081634,0.0010733154744511856,0.0012978207397600996,0.0008665258626267062,0.000938565852482021
