"Variable","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"      +NIPA prop inc iva,ccadj",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.0012470433764644098,-0.0010308897899780273,NaN,-0.0008897673219737308,-0.0007478315009071951,-0.0006394410427916768,-0.0010739272531455303,-0.0012668428399074173,-0.0012905862685538279,-0.0013487829663011246,-0.0013161884305318429,-0.0014932670687796894,NaN,-0.0013387419285477568,-0.0019351914715990029,NaN,-0.0025518780604172403,NaN,-0.0021017827369060648,-0.002070511667077886,-0.001902464006128095,-0.0020672857866345265,-0.0006809434568465242,-0.0007727584536601693,0.0014131163173513933,0.003434214037552292,0.005077550143096423,0.005710467047390867,0.004301823685398596,0.003825351651331156,0.003485208805606541,0.001771947042753442,0.0013162653271424063,0.0014253684888757363,0.0013304169351482076,0.0006681174622946053,0.0005709066296838957,0.001249363343534213,0.002185773041779074,0.0027384155851182678,0.003361775227700894,0.003844000536885038,0.005581074590752027,0.006698524865092966,0.006754200604137037,0.006519856876716591,0.0037425827073416687,0.003970866146556454,0.004064769053936139,0.007651162639573816,0.007818346182956688,0.007782115903399688,0.010174298558388905,0.008402906211324845,0.00973445431789649,0.009941277107513408,0.010965728917349557,0.011340098003606048,0.013246992950666468,0.014925341189213983,0.01518154083675095,0.016530009311575836,0.013930487101459922,0.014231496113174417
"      +NIPA rental income",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02552993144001283,0.025990105072600713,NaN,0.025690785747740714,0.02528048438445839,0.023703374560649738,0.022473438708681785,0.021106979868248266,0.02037003695401678,0.018413819626893615,0.017223023912837258,0.01654523898620027,NaN,0.01527618175523681,0.013940735820802167,NaN,0.011298205704631801,NaN,0.006518566592355069,0.00601837939771673,0.005236249914592002,0.005674421414340475,0.006382670636109714,0.006128836015335379,0.0058159840347787265,0.005302533161326513,0.0052413678924443045,0.0034502666453360797,0.002947457047586783,0.0037058969436938607,0.003293770991520316,0.0040801278754417514,0.00541974250455466,0.008047990816244407,0.011378904965933856,0.013529824975350243,0.014182606271769298,0.01534418428498443,0.014949195319086079,0.01592742871268302,0.016239967329334953,0.01570573737374781,0.016735203561362703,0.01663244920880165,0.017287276269027964,0.017316078549710442,0.01478318832190188,0.011424085084017231,0.011207991402177517,0.017102844916772855,0.020804551857808853,0.02504324650823857,0.028292623210004964,0.028681081296367945,0.029988246636148394,0.029819446857119177,0.028867082759546803,0.028946892820952953,0.02884243000491899,0.028756420017396193,0.028331720922227757,0.03073601061099045,0.028922095343250666,0.029547325119736952
"      -NIPA household rental",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.016531528970893328,0.017354627046291662,NaN,0.017739824958583457,0.017428253624932843,0.016435397038840404,0.01556032258129043,0.01475686387574163,0.01445576768454629,0.012920644434654998,0.012200347291116388,0.011616256640137122,NaN,0.010295066633849676,0.0087707774269043,NaN,0.007044906661330614,NaN,0.0028954974061207867,0.0025968697806164846,0.001863419080399453,0.0016836688262278014,0.0015486967859694302,0.0005521172712174321,0.0002999034124747778,-0.000254027732578558,-0.0008362906105292946,-0.0017865158856051003,-0.001749397641417514,-0.0005908476987411606,-0.000510959921050285,-9.849783283514596e-6,0.0008147104954743105,0.0026232732517116465,0.005381417760562931,0.00739952290104118,0.007783159747787234,0.008904553284825664,0.008635948422997836,0.009765415189135842,0.010480004463556443,0.010345143118607033,0.011143876329881,0.011655513057100535,0.012302620196986426,0.012315205962840185,0.009588328942662105,0.006620191708526284,0.006490211633610513,0.011127646186104746,0.014954423825132337,0.018417054485742632,0.020971487137601347,0.020999511245085943,0.022309642407418027,0.02188675314715148,0.0218306500306129,0.02237717021893315,0.022769476464956615,0.02245721685486932,0.022113271322571643,0.02480472971992296,0.02271161176563842,0.022690228854895588
"      -NIPA nonprof rental",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00010085951244709367,7.417530414667416e-5,NaN,4.105305320631509e-5,NaN,5.915885733277429e-5,5.5291246204469196e-5,5.531364478224324e-5,9.26899904334254e-5,0.00012212426995079564,0.0001699811440497078,0.00018946279073803424,0.0001772386550759795,0.00019962162863148436,0.00019226907406131644,0.00018366099717998877,0.00017448625570744256,0.00015838380302097782,0.00016034867786545083,0.0001694328086811551,0.00019783498135122782,0.00021436740779970644,0.0002394891028214406,0.00028301160158588983,0.00029573469234713337,0.0003096393212379806,0.0003335768879210395,0.0003274432758997434,0.00030371250845918397,0.00032932474214763445,0.0003408707352433252,0.00033798407134578095,0.0003385743730995237,0.0003337675588653996,0.00030376763341777264,0.0002977420766672986,0.0003258835078276485,0.0003816849271480559,0.000410755186335035,0.0004415302739069281,0.00045264622154153974,0.0004418792526295516,0.00043406207668349027,0.000427041059595691,0.0004309357010710733,0.00038459388573724426,0.00038157003901037704,0.0003873001626872159,0.0004040512755790872,0.00038211829813927344,0.00037657231551535596
"      -NIPA other bus rental",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008998402469119504,0.008635478026309049,NaN,0.0079495371614421,0.007852230759525547,0.007267977521809335,0.0069131161273913565,0.006351176112037938,0.00591426926947049,0.005493175192238615,0.005022676621720872,0.004928181666669699,NaN,0.00488025560894004,0.005095783089751191,NaN,0.004212752817912234,NaN,0.0035643211542996513,0.003366218370895776,0.003317517189410306,0.003898062597679248,0.004712117985178392,0.005406737600068239,0.005326617831565915,0.005379537334284281,0.005878036874342115,0.005044513456879863,0.004513193691824308,0.004122258386727578,0.0036463471095496227,0.003929773830613985,0.004435599200399195,0.00522701544750749,0.00578311979757122,0.005890812971487622,0.006116548490454596,0.006144003965144122,0.006003709229256447,0.0058284366356261405,0.005432610571616998,0.005056881746681593,0.005262002489334071,0.004636145208296564,0.004646672000695756,0.004662298213770732,0.0048610249598858195,0.004500125742073175,0.004420037691899706,0.005649315222840462,0.005468443105528459,0.006215379089051898,0.006879605798496689,0.007228977492600161,0.007236673154914858,0.007498631633284208,0.006609391669338209,0.006138833685847335,0.005688359654225131,0.005917633123516489,0.005831149436968899,0.005527229615488404,0.005828365279472972,0.0064805239493260095
"      +NIPA net interest",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.015103992474151173,0.016017469845508524,NaN,0.01904813882881363,0.01941392174376765,0.0207440716244229,0.021587797402516318,0.022601748407385887,0.02436995327897608,0.024295502956164616,0.028135961169973626,0.032216136074755805,NaN,0.03293063081397609,0.034947423175641576,NaN,0.043208591913555305,NaN,0.04188159521381719,0.04220941010413153,0.045352958854485516,0.05501988132137389,0.06264223514506888,0.07020221249252932,0.06821517333462017,0.07122068635863801,0.07046543479855409,0.0707927931394488,0.06719363693346328,0.06750690344044433,0.07091370807259248,0.06824016768671413,0.06154077784567537,0.05327620315122769,0.04925359627163237,0.04637946917482972,0.046411972003092765,0.04477350035149508,0.046301447274508925,0.04934556626453452,0.04720523800990568,0.05168043264011101,0.05185025001274958,0.04390904991824102,0.03949016546759507,0.03274029165883422,0.038386545433460144,0.044284413742618586,0.04895215512598707,0.05018623696382407,0.04227084255120637,0.03524075073988731,0.032110449751733015,0.03273257354060798,0.028644005072502258,0.02923108149169731,0.03173967314255779,0.031192614738997967,0.03236743220539307,0.032392641166928415,0.031051587860066256,0.031054356545909,0.02599253413626301,0.023369870314630878
"      -NIPA household net int",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.009260937916796223,0.009961584341135301,NaN,0.011082941762504793,0.011531993704422682,0.011820848096174483,0.01193756149032223,0.011693118430275156,0.01170038101964316,0.01167265367371605,0.011826228135942706,0.012269611025190327,NaN,0.013589810707121402,0.013919629026939292,NaN,0.015574818827531636,NaN,0.016834392339757583,0.01742583650937564,0.018755880822515465,0.02064833986887578,0.02174429336598639,0.025099606026970773,0.026078505863332564,0.026197766060235435,0.027088935035633192,0.028451856703161978,0.028548982993948178,0.02831208383095088,0.0285989118794024,0.02909046582933534,0.02895952309572678,0.02745375567266904,0.02571031990387864,0.024669996258730686,0.025714306923868516,0.025106981824411966,0.025088714063958822,0.024745716922935545,0.02468598405295956,0.025448163532923868,0.026623214084444704,0.02555596949811281,0.023530770761755353,0.02224420079730083,0.02389072349136665,0.026003543845226636,0.02738065742752308,0.02748097671071063,0.02531049295401194,0.021724058176990833,0.019006412109569274,0.016692154485812113,0.014482052269069984,0.01352791929234059,0.0129929738575233,0.012738966471961828,0.012236024511858977,0.012251096222205904,0.012441220367847155,0.012234075622547719,0.010668853103319853,0.010322667337487684
"      -NIPA nonprof net int",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00014111280312623583,0.00015471240339639614,NaN,0.00017510620896443025,0.00018898268975994098,0.0002316085666804499,0.00026731955435440685,0.00032015609845358994,0.0003904799416105453,0.0004306576047292992,0.0004799220836730256,0.0005460633463312323,NaN,0.0005668304599526665,0.0005704864855508435,NaN,0.0007034770104983374,NaN,0.0006224004781885629,0.0006878667537674424,0.0007623521748517405,0.0008832459088398021,0.0010049082784522611,0.001231013217195085,0.0014066898156555054,0.0016590312458750363,0.0014915616079208204,0.0016510965082947235,0.001613872166709263,0.0016914786601441034,0.0016940180670939368,0.0016279663871091256,0.00164332965434782,0.0016238677918567535,0.001801090453982448,0.0015762001488874337,0.0015989246945135405,0.0016115226100270259,0.001583673993948293,0.0015411059402941666,0.0014628953690447274,0.0013789472375335386,0.0013545061325288847,0.0012627856404402772,0.001150896660963257,0.001026920965638707,0.0009141165995207821,0.0008228722063057022,0.0007666798299955641,0.0007335472197530688,0.000699745724210118,0.0006200307093602236,0.0005621202626944116,0.0004890296404158923,0.00045416087370064384,0.0004199122110064803,0.0003914223021518957,0.000355331304921811,0.0003037757102389027,0.00026983982220026774,0.0002503396971231893,0.00023962766737505267,0.00018402149964960918,0.00012078670649884547
"      -NIPA other bus net int",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003878961239423506,0.004050939052195434,NaN,0.004279424911764856,0.0044680907364671755,0.004584339129620644,0.004607194406351604,0.0045341312353841205,0.004513547632770098,0.004472425039752574,0.0044352587626925125,0.00465915339047132,NaN,0.004848652961706617,0.004895570073680494,NaN,0.005406839155616905,NaN,0.005278695540755674,0.005092614781990584,0.005078117965391001,0.005300671452915373,0.005336159584377512,0.005628921727842744,0.005548927186527376,0.00555376465298761,0.005783226601825758,0.006205493808800209,0.006261703223971126,0.006245586410619753,0.006294493690494572,0.0061713237763844015,0.006068672971634473,0.005186624692416306,0.0043631409931655036,0.0038877699186649567,0.0036604120909770528,0.0033499732150585187,0.0031538279518740476,0.0029784752530152008,0.002874568019464404,0.0028695182380408016,0.002809885020623954,0.002683160162459573,0.002458605751424782,0.0023485521292229018,0.0023889252560618445,0.002460795359252696,0.0025837609716937078,0.0027546612984028296,0.002729134016492066,0.0024545986152617735,0.0022853450584662703,0.002143616593443787,0.0020081745980884704,0.0019961275298722857,0.0020986744699262603,0.0021793809318199765,0.0022872576916745774,0.0024165245972253145,0.0025366905459438213,0.0026182092683794574,0.002309317152017293,0.002208147877864319
"      +NIPA IBT",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.06834125872334561,0.07127032093194187,NaN,0.07150597287695448,0.07246001288302766,0.07243432048710048,0.07111513727079606,0.06641860887521298,0.06783737939456638,0.07001851247955192,0.07120198518634673,0.07285541936857988,NaN,0.07132179563183783,0.07099782709343166,NaN,0.07087176101298596,NaN,0.0659970460848856,0.06268899669170795,0.05997398204233775,0.06115386568828267,0.06470841674964299,0.06306377591510748,0.06275550311609125,0.06406983795086989,0.0641735530848948,0.06316530143417742,0.06226622907778624,0.06223474932323305,0.06269626668281134,0.06332454642922367,0.06581930749374826,0.06550304274749816,0.06389753034151378,0.06587604849721436,0.06451324413068917,0.06439674063091762,0.0638252437390298,0.06432278289416846,0.06332874871430268,0.06402008011246635,0.06351725906760373,0.06378471820585825,0.0633801584889632,0.0644535910281677,0.06499962743731126,0.06467614070395555,0.06495759697367329,0.06539847439566226,0.06545492490355781,0.06546166078840222,0.06556414574725955,0.06297921510576703,0.06391635439800566,0.06552264701539845,0.06577329987267169,0.06596156069732878,0.06500589056575085,0.0663608539730522,0.0667547284550396,0.04005523643489371,0.04718535413182691,0.06645833158197892
"      -NIPA household IBT",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00793021136638486,0.008318159729547053,NaN,0.008991632648937735,0.00936814190667136,0.009507279913790424,0.00960955684957494,0.009571819248137298,0.01004634803620567,0.010381597152304172,0.010727570526405515,0.01153538802139892,NaN,0.011608929882660483,0.011201677028654246,NaN,0.010915550702523555,NaN,0.011050381559284466,0.010045910173873854,0.009073064616193251,0.009007075070375826,0.009080677584561138,0.009450025841964693,0.009281772597513045,0.009007552376962128,0.008859759938479927,0.009112571989499406,0.009445930203125535,0.009177746379051903,0.008979060894742895,0.009062235170095936,0.009470816334008316,0.009142527133485116,0.00904069593919693,0.00892882508446557,0.00854565569202787,0.008100245353800752,0.008448396043587436,0.007872703783452072,0.007690777314554378,0.007368024366718094,0.007355525580265053,0.007987083269457304,0.008198092916138563,0.008198321322082315,0.008464738432499236,0.008576011222026761,0.008312046539265148,0.008237941495920869,0.009020082103809546,0.008623664522893638,0.00796279322441409,0.008469555483068129,0.008560652634852986,0.008322861308970041,0.00814992693064047,0.008055657766683611,0.007980379283977986,0.007653241489511165,0.00797757673323013,0.00804174906506582,0.007949713890366989,0.00781463873169405
"      -NIPA nonprofit IBT",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00043154264211860496,0.00045940111620766606,NaN,0.000513929605172027,0.0005372507894604036,0.0005475528614456288,0.0005520729926884489,0.0005417210804959751,0.000562691608166991,0.0005781807416684847,0.0005967285167363017,0.0006445469117252815,NaN,0.0006515524504082252,0.000619936688315293,NaN,0.0005777837117925826,NaN,0.0005357163191801229,0.0004677930435457065,0.0004158284590100403,0.0004039489583082507,0.0003999234334652428,0.00042713869934427333,0.00043128966936849,0.0004224474739917764,0.0004190454027885368,0.00042401185782677355,0.0004413903075360465,0.0004410762101310895,0.0004505139285930036,0.00046178101629183136,0.0004911584570060682,0.0004886749908729455,0.0004686523765096705,0.00046767032056930423,0.0004476852862967808,0.00044021083254729837,0.00043945199793558453,0.0004352889158854027,0.00043370994615562006,0.0004298884491212012,0.00043945794740514113,0.0004615957873086695,0.0004691432053387495,0.00046781321111434083,0.0004719681887081042,0.00048239511220496786,0.000505764380434245,0.0005263274951047521,0.0005708814231046193,0.000552235603391247,0.0005414540765659407,0.0005285255051526526,0.0005251040772716368,0.000521302973868154,0.000522328436315278,0.0005270786677089036,0.0005331573689907272,0.0005329989568488387,0.0005503111014189195,0.0005682268220156528,0.0005272279266569843,0.0005060423685078
"      -NIPA other bus IBT",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0023989176531460095,0.0026032729918434414,NaN,0.0027333652131033013,0.0028104425720014074,0.0028208412931026534,0.002784772401013734,0.0027107256415424817,0.002806449426498355,0.0028185165790368606,0.002783886654674747,0.002864030190361903,NaN,0.0025732623609001836,0.0024821589582740716,NaN,0.0022416994361917483,NaN,0.0020463213081565886,0.0016576461115379352,0.0012081150769204067,0.0009547069014642816,0.0006457824033002512,0.00034844848742413627,0.00027824372157382165,0.00036157546017320574,0.00036483952968319384,0.0006115591962775469,0.0008314478992258485,0.0009843067909313145,0.0009226047810758216,0.000875327064445275,0.0008578414011667769,0.0008121996245802925,0.0005321920383383401,0.0004043461641572732,0.0001435500258445284,0.0001496436921596343,0.00024366561162424147,0.0003908441339976573,0.0009575827948999163,0.001028410957336143,0.001002857092018242,0.0010040207072955902,0.0010380830587708141,0.0010813410723745267,0.0010925672434734567,0.0011821455534709085,0.0012522858442851961,0.00122263761904385,0.0012559630721773257,0.0012034497516128396,0.0011057526669874074,0.0011362037283579158,0.0011930273430324307,0.0011972081772988507,0.0011814674638904164,0.0011449200387158077,0.0012466843736823113,0.0011895049835636625,0.0012334672697971775,0.0011943760667353167,0.0012083532345466344,0.0011464730917329336
"      -NIPA sales tax",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.04305581341898173,0.04469136150763855,NaN,0.04473607732112403,0.04473625229524432,0.044788565324042205,0.04361027964559155,0.041001182992685584,0.04102342217335608,0.04261769330545625,0.04324631220653598,0.04382838931792569,NaN,0.043504742098929385,0.04273522705978914,NaN,0.041513252864479704,NaN,0.039629861206588464,0.03897669099216365,0.037645165141270455,0.03931969194179734,0.042559368660391124,0.04002220180315911,0.04079733691414826,0.04088383845419497,0.040132748308495274,0.039136577781547825,0.039276277252834293,0.03920882464418196,0.03810454153375417,0.03816168168418978,0.03948093523679785,0.03968617557062974,0.039900886486079944,0.04117010506698661,0.04035345679049146,0.03966117660359252,0.03945055022411088,0.03938000494264605,0.03919347712286609,0.03885320161415266,0.038006869915261726,0.03756735415614621,0.03796170101521851,0.038655393509321435,0.039527720252112916,0.039224689486491736,0.03809877044527285,0.037358823408831274,0.0351468552893481,0.03606220336544839,0.03711429195900689,0.037124824943921976,0.03786221673592525,0.03808007865119279,0.03764076997889977,0.03737027989068929,0.037230449157975326,0.0386504326316188,0.03889006412045792,0.03779526970236739,0.03949368738686093,0.03972522478990168
"      -NIPA private IPP inv",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.010878812613103996,0.011275061072010829,NaN,0.011957049179611785,0.012476907153222389,0.012345743597836155,0.012941753207549218,0.013571650239744564,0.014020232365057604,0.014277674035940302,0.014517854636966025,0.014369793074203262,NaN,0.013835907917492313,0.013677805474396069,NaN,0.014095388428652208,NaN,0.014714533285333174,0.014680553383683998,0.01564009574936981,0.016251844322640013,0.017385396346204143,0.018688668173477255,0.0193611454610602,0.02044439282483216,0.021067682644156663,0.021444801057115968,0.02133522663179065,0.021860046732511084,0.022972078606860027,0.02381706567904663,0.025166110768032032,0.024934249459530468,0.024874198588483085,0.02448514209537,0.025762800484814413,0.027269925291447374,0.029272809422512758,0.030670370244730814,0.03321988913571703,0.03521104834190875,0.03431658071326995,0.03241320033052763,0.03186915751651785,0.031226941954088976,0.031633970391871394,0.031936726196779,0.03278460390996179,0.033842392471537884,0.03377848759223992,0.033387646011995946,0.03472662135192613,0.03518625413737922,0.03599494394244564,0.036942160404019445,0.03738908649469786,0.03943999702017395,0.04071214467630355,0.042491613849243465,0.044235884599975926,0.0469748780948135,0.04703127056939266,0.048290599880747354
"      +Imputed private IPP inv",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.10271449981676292,0.10275088503544177,NaN,0.10317121163923575,0.10325744193212089,0.1033870431848483,0.10352784244287563,0.10347792821226294,0.10332207387921935,0.10342940592669449,0.10335998120146582,0.1031245914030529,NaN,0.10320832877296159,0.10314897397401933,NaN,0.10247474601412312,NaN,0.10263203943805015,0.10264960996040809,0.10258402184941091,0.1025201645788488,0.10329429648191725,0.1031856725593032,0.10379622831076349,0.10421666473358604,0.10414678010955625,0.1037942725240669,0.10348707486536625,0.10353387647186053,0.10359824874748848,0.10365119309715945,0.1038198102179973,0.10395826222556673,0.10396592910345409,0.10408828697940975,0.10411577529073195,0.10429569352533852,0.10463351460919829,0.10484900430027369,0.10515129237345539,0.10529906469046296,0.1049929512231858,0.10464643481780077,0.10465128686944249,0.10456531224101137,0.10461684981382313,0.10456960844344215,0.1045170582750839,0.10442786704806264,0.10398732848937756,0.10428414824555945,0.10455793461608609,0.10466814139489564,0.10497324153277417,0.10527582571362917,0.10538746806317398,0.1055743137627038,0.10572635695346588,0.10615363792509733,0.10637473424137331,0.10604779970013008,0.10601445826922505,0.10605058177451425
"      +NIPA IPP depreciation",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007941697292220714,0.00841446030717134,NaN,0.008995903532083209,0.009235854023839401,0.009444342803279432,0.00949333095637737,0.009635426420015494,0.010156483404352235,0.010493384870978586,0.010997579599935843,0.011749169419449416,NaN,0.01169432426986569,0.011577377959413418,NaN,0.012541454340620577,NaN,0.012091823943580179,0.011893074306941582,0.01209969710892517,0.01284473967428878,0.013299198795147193,0.01442628169446983,0.01486021408812524,0.015008500481288283,0.015568686838208,0.0161638230808601,0.016766259677766616,0.017209057095013736,0.01761166678461671,0.018402147318934484,0.019740467618398923,0.0198559091927698,0.020320185967041,0.020428706143554954,0.021256533494715485,0.021624267118394578,0.022423030570582734,0.023386342899904718,0.024926357805370544,0.026682445004026733,0.027844022474555127,0.027980524311105242,0.027677850541675802,0.02706761961541785,0.026869759419412872,0.02698706724802633,0.027400093702940123,0.028679575191950524,0.03003753239126645,0.029794736384076193,0.030251219109412975,0.030633711772151233,0.03110183210111338,0.03165280110823516,0.03217084252174939,0.03284496378800764,0.03398213352942692,0.03493584187811475,0.03602204283285064,0.03903396613822383,0.03791159400824649,0.03780481452260453
"      -Imputed private IPP dep",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07275610403687374,0.0727818769001046,NaN,0.07307960824445865,0.0731406880352523,0.07323248892260088,0.07333222173037025,0.0732968658170196,0.07318646899778038,0.07326249586474193,0.07321332001770496,0.07304658557716247,NaN,0.07310589954751447,0.07306385656493036,NaN,0.07258627842667056,NaN,0.07269769460195219,0.07271014038862239,0.07266368214333273,0.0726184499100179,0.07316679334135806,0.0730898513961731,0.0735223283867908,0.07382013751962344,0.07377063591093566,0.07352094303788072,0.07330334469630109,0.07333649583423456,0.07338209286280434,0.07341959511048796,0.07353903223774809,0.07363710240977643,0.07364253311494666,0.0737292032770819,0.07374867416426847,0.07387611624711479,0.07411540618151545,0.07426804471269387,0.07448216543119758,0.07458683748907793,0.07437000711642326,0.07412455799594221,0.0741279948658551,0.07406709617071638,0.07410360195145806,0.07407013931410486,0.07403291627818442,0.07396973915904437,0.0736576910133091,0.07386793834060462,0.07406187035306097,0.07413993348805108,0.07435604608571504,0.07457037654715401,0.07464945654474824,0.0747818055819152,0.07488950284203834,0.07519216019694394,0.07534877008763943,0.0751171914542588,0.07509357460736775,0.07511916209028092
"      -IRS S corp bus inc (reported)",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0004095864744600915,0.0003488764696588733,NaN,0.0006637137479669424,0.0007146920363814338,0.0009075518748262917,0.0012156135905069577,0.0013389012846891637,0.001442239666799788,0.001395945471775639,0.0013117963393639782,0.0009842407491511608,NaN,0.0013468496885550038,0.0015662995925399955,NaN,0.0010689439608363885,NaN,0.0012753035097131432,0.001293212050091112,0.0005829814129262633,5.936853687254725e-5,-0.0002896951410276103,-0.00021286962396418015,0.0002564264623720255,0.00046337325605973326,0.0003672529911772494,0.00033326255469465194,0.0042898365193283,0.005503724235248637,0.004968794785394568,0.004671420505433925,0.004084779438074147,0.006137841457025223,0.006838268643359963,0.008802479227809632,0.008733273418013558,0.010027079280829366,0.01135710248943187,0.012037635381245793,0.012496214826746281,0.011907886671571926,0.011786583040524205,0.012017565972199565,0.013060695327763279,0.015504297681137124,0.018915066825598077,0.018665655247462342,0.01728193903302141,0.014142223945194933,0.013220960519445636,0.015534639127549701,0.016337944837087174,0.020303732826916544,0.01974093488275084,0.020964717308026504,0.02194001420909509,0.02271489369976985,0.02156342548427654,0.02093332157580901,0.021014874850761176,0.022886325891348806,0.028126218666739363,0.025889567133355964
