"Variable","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"  = Sweat income",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07793145794884097,0.0742610461608045,0.07808989176015525,0.07338234744242413,0.07289295208053609,0.074995989333145,0.08037013080379733,0.08394859322977825,0.08948017152212392,0.08157718446238706,0.08825407651388952,0.08674781363053574,0.08402213230071834,0.08650290463630395,0.08274451502678003,0.08446606594043542,0.08833277779298819,0.0822130010813019,0.08087435962792391,0.08651923623587919,0.08493472048571359,0.07968844787806319,0.0807246725819135,0.08796468000891904,0.09536832967916181,0.08599616617304111
"    NIPA proprietors' income",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.08261006030457523,0.07986159541442339,NaN,0.07863265321903529,0.07613032669343679,0.07443194437471935,0.07399172812743586,0.07201710012002559,0.06956049729075034,0.06765172823909281,0.06517883607273604,0.06229525884840009,NaN,0.06394089651095951,0.06785593006412945,NaN,0.05992630746923806,NaN,0.05936098342866127,0.06037440327329323,0.05838452819080094,0.05129912570539471,0.04822700840606365,0.04402305904843196,0.0443309607725614,0.049094892360591134,0.04821542405135063,0.04844104110625971,0.050882977311563854,0.05363499896403167,0.05220238330874026,0.051154270083916376,0.049756768149365874,0.053166324353660546,0.05406353603992313,0.05435450391093137,0.05464735975951363,0.05854233489016876,0.05936190372668703,0.0617286923383039,0.06335531538186664,0.06450543803889351,0.06871394231357937,0.06942951204809931,0.06832066348862173,0.06867739013812216,0.0654657787635151,0.06628322034096788,0.05989730550332976,0.05658058870022096,0.056150000621875036,0.06401284357063759,0.06860821910942623,0.06975753190263442,0.0700487180802413,0.06825641102889092,0.06469566444699008,0.0631228401894373,0.06417987400494594,0.0640374307523486,0.06402634264208941,0.06612942224983927,0.06772013528849809,0.06339246580261607
"      -NIPA proprietors' IVA,CCadj",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.0012470433764644098,-0.0010308897899780273,NaN,-0.0008897673219737308,-0.0007478315009071951,-0.0006394410427916768,-0.0010739272531455303,-0.0012668428399074173,-0.0012905862685538279,-0.0013487829663011246,-0.0013161884305318429,-0.0014932670687796894,NaN,-0.0013387419285477568,-0.0019351914715990029,NaN,-0.0025518780604172403,NaN,-0.0021017827369060648,-0.002070511667077886,-0.001902464006128095,-0.0020672857866345265,-0.0006809434568465242,-0.0007727584536601693,0.0014131163173513933,0.003434214037552292,0.005077550143096423,0.005710467047390867,0.004301823685398596,0.003825351651331156,0.003485208805606541,0.001771947042753442,0.0013162653271424063,0.0014253684888757363,0.0013304169351482076,0.0006681174622946053,0.0005709066296838957,0.001249363343534213,0.002185773041779074,0.0027384155851182678,0.003361775227700894,0.003844000536885038,0.005581074590752027,0.006698524865092966,0.006754200604137037,0.006519856876716591,0.0037425827073416687,0.003970866146556454,0.004064769053936139,0.007651162639573816,0.007818346182956688,0.007782115903399688,0.010174298558388905,0.008402906211324845,0.00973445431789649,0.009941277107513408,0.010965728917349557,0.011340098003606048,0.013246992950666468,0.014925341189213983,0.01518154083675095,0.016530009311575836,0.013930487101459922,0.014231496113174417
"      -NIPA prop inc, other private",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0005283525884493947,0.0005462295058689088,NaN,0.0006036181512269791,0.000603394730876383,0.0005727277056500256,0.0005323145908448624,0.0005024966578377537,0.00048059069736682496,0.00042515984807318057,0.0003791976957416499,0.0003579036888710569,NaN,0.00037452498955354126,0.0003618307519349959,NaN,0.0002777416439143292,NaN,0.000251835969062435,0.0002295314233882899,0.00021669933779396467,0.0001698319824715665,0.00016104299334170852,0.00018618207003326542,0.00023754254416653034,0.00027037498717294445,0.00020362206207099305,0.00018546977478213432,0.0002888131348304272,0.00030448593063961654,0.0002941194873491009,0.00022335832092911038,0.00024881053414123187,0.00024779196791137667,0.0002384947942992609,0.0002791262157635578,0.0002665442331148007,0.0002285565168740314,0.00024071763384489104,0.00015637621740113473,8.898013999165018e-5,6.0776742109926884e-5,4.316031016848235e-5,9.973979846773326e-5,9.218439423417583e-5,0.00016169119524259956,0.0001568547061494847,0.00017875362813662122,0.00020158366144612977,0.00023467619086558016,0.00026353437889805394,0.0002670803791367267,0.00027296122056712934,0.00030019003714325704,0.0002993191700701642,0.00031707656749468916,0.0002973830220543284,0.00027256881928564464,0.0002487438786738841,0.00024864148669969126,0.0002786947935094917,0.00027538990551849993,0.0002780057702112469,0.0002591775412405724
"      +IRS S corp comp (true)",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0017626053659690665,0.002108316516428151,NaN,0.0025926812806125747,0.002878308428865897,0.003045987293069657,0.0031618914071052484,0.0033119207205732676,0.0034271733381827504,0.003619217903931535,0.004070054923552478,0.0042782594621871865,NaN,0.003720175236745821,0.0038182212160791165,NaN,0.0037087650905756587,NaN,0.0038856637706622646,0.0038875521852165325,0.00348131343042814,0.0034022954890914913,0.0028903138858297982,0.0029594867488703905,0.0034042105433453925,0.0036252269334178383,0.0037278043884639224,0.0045546859021991445,0.007461953877306824,0.009367555388493584,0.010185003606137145,0.011208103904165632,0.011156009214811219,0.012257278975377083,0.012551642297770157,0.01202517586845308,0.012261856568230433,0.0129646898004101,0.013422134895380114,0.013960632598469745,0.01454731222622415,0.014841659336157394,0.014445472575115964,0.014789589939627175,0.014923230492035594,0.015115803075946017,0.015603293774597883,0.0163423009228238,0.01647358405369969,0.016604630121283152,0.015994855941360436,0.015613565091596938,0.01600962541979276,0.01616849031220788,0.016050854116818298,0.016006625050327322,0.015973398500772215,0.015879825680810856,0.016063469057995924,0.015091771102118985,0.014738279534024972,0.015281154393408127,0.015443868763686634,0.014475971448284873
"      +IRS S corp bus inc (true)",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0004994957005610871,0.00042545910934008933,NaN,0.0008094070097157834,0.0008715756541236998,0.0011067705790564532,0.0014824555981792164,0.0016328064447428824,0.0017588288619509607,0.001702372526555657,0.001599751633370705,0.0012002935965258056,NaN,0.0016424996201890288,0.0019101214543170676,NaN,0.0013035901961419372,NaN,0.0015552481825770036,0.0015770878659647706,0.000710952942593004,7.240065472261858e-5,-0.00035328675735074426,-0.00025959710239534164,0.0003127151980146652,0.0005650893366582112,0.00044786950143566994,0.00040641774962762425,0.005231507950400366,0.006711858823473947,0.006059505835847034,0.00569685427491942,0.004981438339114813,0.0074851725085673445,0.008339352004097515,0.010734730765621503,0.010650333436601898,0.012228145464426054,0.013850124987112035,0.01468004314786072,0.015239286374080828,0.014521813014112104,0.014373881756736834,0.014655568258779957,0.015927677228979607,0.018907680098947714,0.023067154665363507,0.02276299420422237,0.021075535406123672,0.017246614567310893,0.0161231225846898,0.018944681862865485,0.019924322972057526,0.02476064978892261,0.024074310832622972,0.02556672842442256,0.02675611488914035,0.027701089877768106,0.026296860346678705,0.02552844094610855,0.02562789615946485,0.02791015352603513,0.03430026666675532,0.03157264284555605
"      +NIPA statistical desc.",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0003281693095958973,-0.002066515673937577,NaN,-4.1285203739581116e-5,-0.001980268613413096,-6.293711051099182e-5,0.0008635583864579317,0.005386467338551956,0.0033621324203287465,0.0028707452672699883,0.001339888286515696,0.004274026602223047,NaN,0.004819067504722136,0.003705146899814358,NaN,0.006762603567060026,NaN,0.007989732343109684,0.008484659984995027,0.014642823271384072,0.013236728633831428,0.010118868081637353,0.0022238985381874024,0.01353135634856438,0.008909899040306188,0.010815571847055734,0.015080845801225928,0.007745200949742175,0.0004651319167725311,0.010379571585803753,0.01381214830881668,0.013025252536025914,0.015347158291390411,0.01963413446924477,0.01657462181937234,0.0104659779918737,0.006139374699847097,0.001042465935422026,-0.005437592501628483,-0.0026672206380319186,-0.008197584095995985,-0.009651538325607173,-0.00651659947268782,-0.0018417086986801403,-0.0020041291994361736,-0.0038108472661560863,-0.013232562157388158,0.0007397819503936477,0.011265105275557269,0.011475087695283876,0.004010247984681077,-0.0013569864648410902,-0.00824481542665841,-0.001543597666011077,-0.007022119959569688,-0.0044630495091940395,0.0024753422004092297,0.003050425654635015,0.002716812937690047,0.0023473822101281595,0.004985462715336111,0.0014085724987344024,-1.346597092952588e-5
"      -Estimate of P-T cap inc",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007318680920136269,0.007775937619681997,0.008934046216291897,0.008384201571747952,0.00936457133836839,0.010563816777112918,0.01011334670878825,0.01006660281184226,0.006945771001705303,0.006429149073545759,0.005665777684274996,0.007063286203397142,0.007639053980636054,0.008029237590940728,0.009993406230699357,0.009272694388202996,0.010263734082716637,0.010336289787761122,0.010824656760380814,0.01104719488965462,0.011160171749201666,0.01251202518428931,0.01055499233353345,0.009536113658605273,0.009296020666841447,0.00894077429807137
"  + Nonsweat labor income",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3552221960411105,0.35765546396240633,NaN,0.35125683820041503,0.34962544627164166,0.34908661212502623,0.3474192018927863,0.34965417566043266,0.3505079837993457,0.35125361896528096,0.35681826284473894,0.3545228241356216,NaN,0.3464491836310368,0.3491239596878514,NaN,0.3383732352352345,NaN,0.34540691171603133,0.3495408935785401,0.3549012878377363,0.3572694685370614,0.35448940603933393,0.35492398853924984,0.34780515728072525,0.3483134678933681,0.34859690142468897,0.3500043686423787,0.34974640496674997,0.3492431746924567,0.34277218097500983,0.3416106900887439,0.3377483272663835,0.33835609731994465,0.3345747891930231,0.3324054689519425,0.3337632619037586,0.3346590704567862,0.339520199261673,0.3493367028279883,0.35199824788731887,0.3604257656994285,0.35657293910347376,0.3422049526124239,0.33488408677197506,0.33216070497170747,0.32823290411994865,0.32876340259389264,0.3307461288234807,0.3272393804236287,0.3106122911838646,0.3056739151871438,0.30965157113153424,0.31320676741767484,0.31254160466860853,0.3169776308367001,0.3218576320004112,0.32228076492081054,0.3257117728765653,0.3280253494437491,0.3309215202127901,0.33361451297462275,0.3309099763130869,0.32616732842918417
"    NIPA compensation",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.46913443653281506,0.4758795658673761,NaN,0.4730672188638478,0.4730925161632591,0.47332357456675483,0.47119139361226126,0.4762321964497151,0.48235286325717,0.48631231165196503,0.4946803225635422,0.4990826822413035,NaN,0.49174660450655205,0.490097341290939,NaN,0.480104307035873,NaN,0.4789759909662238,0.4790200765908035,0.4806762239064558,0.4850811049345662,0.4811645239113456,0.48684425474478904,0.47905095393516767,0.4766693816222596,0.47755954268655865,0.480454540968084,0.48379947905218895,0.48586826542768163,0.4806429657346348,0.4841863762667436,0.4851548316218461,0.48777297496401767,0.4826247860422136,0.477336419760567,0.4772331966007188,0.47596027997490503,0.4791195803168993,0.4893458218490486,0.49220501708109204,0.5011623618060551,0.499927278285502,0.49019062898649723,0.4843141227898596,0.4799597361434586,0.47321988391433795,0.4725084723170799,0.47473668343868397,0.4754021724923672,0.46489254053317164,0.45810602555673496,0.4599071493033785,0.46017893082002304,0.4582878093076467,0.4613481495262471,0.4660937628801087,0.46677742475446754,0.46878036871891804,0.46969032058850785,0.47156179680659954,0.479823561572121,0.46804304513784756,0.45662920865749934
"      -IRS S corp comp (reported)",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0014453364000946347,0.001728819543471084,NaN,0.0021259986501023114,0.0023602129116700355,0.0024977095803171193,0.002592750953826304,0.0027157749908700794,0.002810282137309855,0.002967758681223859,0.003337445037313032,0.0035081727589934934,NaN,0.003050543694131573,0.0031309413971848756,NaN,0.0030411873742720403,NaN,0.0031862442919430574,0.0031877927918775566,0.002854677012951075,0.002789882301055023,0.002370057386380435,0.0024267791340737204,0.002791452645543222,0.0029726860854026277,0.0030567995985404167,0.003734842439803299,0.006118802179391597,0.00768139541856474,0.00835170295703246,0.00919064520141582,0.0091479275561452,0.010050968759809209,0.01029234668417153,0.009860644212131526,0.010054722385948955,0.010631045636336283,0.011006150614211696,0.011447718730745191,0.011928796025503802,0.012170160655649064,0.011845287511595092,0.012127463750494285,0.012237049003469187,0.012394958522275736,0.012794700895170265,0.013400686756715519,0.013508338924033745,0.013615796699452185,0.013115781871915557,0.01280312337510949,0.013127892844230066,0.013258162056010466,0.013161700375791008,0.013125432541268406,0.013098186770633218,0.013021457058264903,0.013172044627556658,0.012375252303737568,0.012085389217900477,0.012530546602594665,0.012663972386223042,0.011870296587593598
"      -NIPA household comp",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005829927784971115,0.0059943162826134305,NaN,0.005419750711606389,0.005171376317645242,0.004929234495220879,0.004611843442079506,0.004263800754901784,0.004187146450808463,0.0040106134806386015,0.0037572735968687144,0.0036038579499074437,NaN,0.0031179037281144893,0.002906103989291242,NaN,0.0023486401056551126,NaN,0.0024366054363936414,0.0023782511031896028,0.0020752378024773374,0.0018247968116619198,0.0016541799466082494,0.0016072347205910345,0.0014954707464912929,0.0015684760592403427,0.0014683590939716699,0.0014616604755997328,0.0013728393106422951,0.0013748001110697836,0.0013715884313787673,0.0013656434823084648,0.0012912578313337452,0.001358139139941068,0.0013703344960584653,0.001338020380127144,0.0013665644469835522,0.0013086825337356221,0.001239675483419952,0.001362555536701749,0.0011722087153910234,0.0011783839885707796,0.0010804960407695924,0.0010191811566626855,0.0010793414746873486,0.0010778462031346117,0.0010224305909795053,0.0010339831425700888,0.001085723583126125,0.0011257740343632036,0.0010420471352748399,0.0008847434570278462,0.0009119932083937155,0.0009299773585435545,0.0009449593258707487,0.0010385702466101188,0.0010231512077588307,0.0009378968623788737,0.0008393589722129042,0.0009401782981407203,0.0009451835975387618,0.0009284125083806388,0.0008201654292355912,0.0008522568906178016
"      -NIPA nonprof comp",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.014523132796166438,0.015940113643810323,NaN,0.01682443233773688,0.01731351413472145,0.017561971316987158,0.01783835008796277,0.01827540060013721,0.01922563035591203,0.019891799874613526,0.021192749790132658,0.02233815439779333,NaN,0.023068587686899268,0.023031130411915714,NaN,0.02398866742355678,NaN,0.023186574645864225,0.022902216191009083,0.022954186461487724,0.024047371518060228,0.024339232798699116,0.025991685586287616,0.026621188228763113,0.026375434906221792,0.026442464991808586,0.027268589759159866,0.029006714512065036,0.030442331989630318,0.03103144224927821,0.0324790809783727,0.0341723215478873,0.03491621340441723,0.03544098330412566,0.035279054034760594,0.03545061014038534,0.035258422334124594,0.03517527086320944,0.035751054758184825,0.03590748968311309,0.036048055362121245,0.03641456866387353,0.03802352409841824,0.03835670086796924,0.03784494046497134,0.0366582018043194,0.036243086538133865,0.03601397416632879,0.03763816054689146,0.040041962983687715,0.039334905273949075,0.039517210860177024,0.03978779069351028,0.03924242220262344,0.03889479204397613,0.039119908487141905,0.03957506502245298,0.0391683782600584,0.039132983832468285,0.039403501250378836,0.04104384526551349,0.03856732420023953,0.03785304779883069
"      -NIPA other bus comp",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0023447697170626866,0.0023554174068104393,NaN,0.0025952733247329783,0.002630909016729464,0.0025640578822178064,0.0024790983019041296,0.002427673726684507,0.002609206994454054,0.0025372146967987865,0.002557891599400147,0.002572582891146993,NaN,0.0025228326046766365,0.002482762009527297,NaN,0.0023912136423135132,NaN,0.002339650642431595,0.002270942434569087,0.0022509399682562278,0.0022753897651560237,0.002210315083614949,0.0022287845317379993,0.002207384323246896,0.0021627848019283662,0.002142432128528887,0.0021072161682731904,0.002066275029201943,0.00194472264033517,0.0019198871427064616,0.0018934759865015115,0.0018599676236565608,0.001832996240914398,0.0017874477432916005,0.0017328441147487735,0.0017046565569037745,0.0016984020773456049,0.0017336142430704274,0.0019044733653156693,0.001960747440654451,0.0020256631342102957,0.0020667339328953728,0.0022321766897078705,0.002171014800626503,0.002119031941181135,0.0020193873358196443,0.001976318782782199,0.0019417621406582573,0.0019133503947197715,0.0018691009730248535,0.0017195356647684995,0.0016326287041492104,0.0015651846287732174,0.0017951895238176297,0.0020802793718739405,0.0023645670541327054,0.0026605168290965934,0.002939193968957475,0.002929524316339266,0.0029278591833194444,0.0030985395374552617,0.0028495777627854393,0.002797360424506118
"      -NIPA govt ent comp",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008868775591829125,0.009282744203783768,NaN,0.00936604673802428,0.009559824349142156,0.009590356899664932,0.009553768420840106,0.00946262693641306,0.009512692116004591,0.009814411923947925,0.01002334623431388,0.01111262930165861,NaN,0.011221629354863644,0.011072021009210873,NaN,0.011726982038119982,NaN,0.01080799457437935,0.010418762327555307,0.01020243909289423,0.010577721908268679,0.010723047711657663,0.010791873965491736,0.010713216345626784,0.010458371222213925,0.010518339642500235,0.010270908169477849,0.010074356323070216,0.010112788400902458,0.00998521887045587,0.010366607206390772,0.010506660528374944,0.010617719744595043,0.01021422170140039,0.010073897236126731,0.009860887376604992,0.00964512807501712,0.00942976768089258,0.009316436123514953,0.009194159557112688,0.009283690157813945,0.009548433140204687,0.009567280844541297,0.009368553069519808,0.009357120108631286,0.009025229908053852,0.008818596420972932,0.008712144976565243,0.008704878179980552,0.00880586690006752,0.008533636779958685,0.008293284638798314,0.00792187233700376,0.00781411663000001,0.0076892562321582945,0.007734646781521504,0.007625096344801396,0.007468650636339517,0.007419374600281572,0.007262279301749256,0.007420602399323447,0.006863793413984643,0.00650243583149345
"      -NIPA gen govt comp",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.08090029820158061,0.08292269082448066,NaN,0.08547887890122996,0.086431233161709,0.0870936322673207,0.08669638051286205,0.08943274378027584,0.09349992140333532,0.09583689402946143,0.09699335346077488,0.10142446080618209,NaN,0.10231592380682972,0.09835042278595767,NaN,0.09823438121672101,NaN,0.0916120096591806,0.0883212181640627,0.0854374557306529,0.08629647409330303,0.0853782849450513,0.08887390826735714,0.08741708436477114,0.0848181606538845,0.08533424580652005,0.08560695531339126,0.08541408673106797,0.0850690521747225,0.08521094510877308,0.08728023332301035,0.09042836926806488,0.09064084035439604,0.0889446629201429,0.08664649083072971,0.08503249379013354,0.0827595288615596,0.0810149021704222,0.08022688050659807,0.080043367771998,0.08003064280826128,0.08239881989268986,0.08501604983424892,0.08621737680161239,0.08500513393155702,0.0834670292600465,0.08227239808201267,0.08272861082449112,0.08516483221333128,0.08940548948533657,0.08915616581877756,0.08677256791609596,0.08350917632850698,0.08278781658093526,0.08154218825366015,0.08089567057850944,0.08067662771666223,0.07948096937722784,0.07886765779379132,0.07801606404292262,0.08118710228423076,0.07536823563229246,0.0705864826952735
"      ==> C-corp share",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2589739346544382,0.2588301526324823,0.2593188531350315,0.25880192732915813,0.26579821793186525,0.2678723528885366,0.2737346296843554,NaN,0.24644391372939295,0.23685670651535987,0.23122788154631888,0.2250665991509739,0.2209128123371809,0.22009663385323697,0.21727785555963916,0.20493665892259008,0.2025061636312663,0.2047709649402334,0.2059122295553017,0.20338849649414298,0.20499946588139614,0.2070074153943774,0.2062748393893204,0.20839715359750435,0.20953969429344887,0.21219525704047687,0.2130866357441878,0.2121983653479438,0.20915172926557019
"        Pass-thru share",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07343141526713515,0.0749329957032179,0.07534021732175468,0.08071827193251484,0.08353858130562809,0.08412589499878242,0.08669113601507314,NaN,0.09576103888303096,0.09802745637915386,0.10093282342538855,0.10316630496897487,0.10785071640606107,0.11064955514447108,0.10996158378344496,0.1056756921146424,0.10316780930298651,0.10488049448218657,0.1072944305366537,0.10915305635327956,0.11197811513183312,0.11485021660603373,0.11600587874659157,0.11731461927906095,0.11848569797522049,0.1187262631723133,0.12052787723043494,0.11871164820138333,0.11701563308293622
"  + Nonsweat capital income",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.13305945233133645,0.12870866297377034,0.12319504662288885,0.11910095239126783,0.1162142306530066,0.12423178434896677,0.12809339579584927,0.13086112564412014,0.13136587821702378,0.13935328194670107,0.12825888897469145,0.11943062905460755,0.12627310845035006,0.13675478723945136,0.1399291416585994,0.14114625739458242,0.1406350373713432,0.14549590060197956,0.14525269978208633,0.1393283136642231,0.14006031334223368,0.1446934698251557,0.1412290337241485,0.11587999798257949,0.12819376704337923,0.1445235467638513
"    NIPA corporate profits",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.08663013434712497,0.08137083069653517,NaN,0.08580346602028598,0.08966823666202571,0.0921890207342906,0.0983073472432991,0.09710058835019245,0.08920063712314125,0.08806581499603762,0.07771944558190633,0.06336896991501327,NaN,0.07240233720852102,0.07145674909713588,NaN,0.06296220609523592,NaN,0.07668877707159012,0.07846264346252635,0.06982696904996064,0.056108839208982075,0.05803318467562918,0.050189182909285056,0.0578020984200495,0.06467898827996597,0.06300282623882258,0.05365610365339239,0.05733686738171365,0.05919318531911653,0.053802595316653656,0.04971866417034412,0.05230092961902346,0.05423521785599139,0.057323007002478124,0.06619576406887359,0.07083580507912,0.07553259978890917,0.07952546181100693,0.07061080364098525,0.06778494327120557,0.05827265473395267,0.05112958858855706,0.061726088765484244,0.0698915281949937,0.08026873022512769,0.08720807417615141,0.09186101013188182,0.07570086281843336,0.05629329743568153,0.06445537365949751,0.080192544065186,0.0809822935447981,0.08867089947701172,0.08717867748800158,0.09007864278149406,0.08534715119209169,0.08067592594318314,0.07755413648934605,0.07899386283363011,0.07976860653872914,0.08129244584814926,0.10045555676643446,0.09881098816694854
