Tax year,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
    Addendum (A.2.3): Not Stated,2.456179,2.298859,2.232655,NaN,NaN,NaN,NaN,6.027593,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Total liabilities [ = sum(l.34:l.41) ],1136.667759,1206.662112,1289.516071,1388.126547,1481.235845,1585.618579,1723.524382,1844.775452,2010.443291,2215.624729,2445.627954,2634.706564,2889.221468,3256.831334,3648.919824,4016.46694,4286.556273,4720.93867,5326.389281,6014.452008,6835.056963,7617.238403,8547.161872,9357.784804,10201.084144,11106.701948,12773.093888,14163.209894,15310.615602,16568.467823,17647.120286,18190.057609,19029.508839,20002.093972,21815.869373,23446.206586,26013.689001,28642.263127,33029.652126,37347.352986,41464.152854,47026.871874,49154.424202,50413.501942,53644.784683,60117.759331,66445.429787,73080.647385,81486.345776,76799.143905,75965.019409,79904.747127,81279.900132,84952.035514,88213.707424,95864.23281,97048.445409,101991.0,107889.0,108505.0,114840.0,124513.0,141928.0,143331.0
    Accounts payable,62.754549,62.933385,70.873324,NaN,95.303485,82.58246,89.611816,99.226401,110.77961,124.110947,144.176655,148.812597,158.037416,184.940326,221.607035,253.377045,263.417584,298.886666,346.52117,403.55363,481.133527,542.172368,619.969292,678.630282,671.495438,741.372874,891.571443,909.090964,997.768767,1022.810938,1090.421687,1094.001051,1680.717102,1604.99326,1465.685698,1606.15618,1749.573601,1904.796115,2110.630121,2501.289043,2792.333967,3758.177869,3927.350604,4073.664265,4337.572143,5645.442995,6028.618202,7778.731433,7723.572786,6822.189862,5694.185385,5767.739218,5343.438576,5288.29198,5062.71087,6336.549225,6110.965428,6433.068408,6999.839293,6294.509666,6690.841676,7184.996733,8638.854801,8938.192972
    Deposits and Withdrawable Shares (1959-1961),308.03092,330.002573,353.305191,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"    Mortgages, notes, and bonds payable in less than 1 year",43.171158,49.381251,50.183282,NaN,68.774613,72.420176,84.666562,98.167306,104.564054,125.490287,157.348576,170.884261,175.70177,201.150235,239.20737,285.844394,272.123551,279.666019,319.805729,380.851818,452.181682,504.802268,585.947678,667.060956,759.536076,866.546604,1001.337795,1083.947776,1247.450987,1431.308911,1601.540823,1802.732358,1500.043192,1559.836081,1569.039749,1830.544493,2033.602027,2327.69969,2582.16603,3215.524383,3658.30877,4019.704844,4131.856961,3814.481517,4001.96918,4398.614808,4192.065342,4709.039628,4734.544028,4725.523837,4541.556442,3751.650758,3839.00927,3557.197617,3682.479405,3756.7028,3643.034982,3403.664129,3567.916253,3621.289007,4107.739958,3550.098811,3674.488781,4140.799855
    Other current liabilities,33.204351,34.701909,39.237867,NaN,453.667867,527.259786,583.399802,618.439931,679.617914,750.948842,801.47038,892.218397,1004.822811,1163.047044,1316.338372,1459.499079,1577.425991,1791.237114,2062.786447,2335.790244,2582.916809,2706.79638,2859.839215,3220.92353,3513.512199,3760.174725,4234.983432,4599.886537,4822.312874,5092.190043,5141.333387,5197.682027,4856.874743,5215.873641,5994.457055,6172.752686,6782.699365,7032.759943,8449.740216,8809.99992,9103.186192,10307.362766,10811.930775,11181.118658,11808.860907,13534.418924,16510.644978,17598.734383,19657.21797,20354.32231,17929.481011,17678.400968,18812.687525,17903.525881,17295.819779,18728.66069,18754.402272,19791.992981,20226.661507,20830.142623,22557.72935,24650.67757,27440.380231,28486.179546
    Loans from shareholders (1960-2019),NaN,3.700169,5.728032,NaN,14.296,12.114351,15.238992,17.506929,17.321871,16.257229,21.560075,24.573814,24.831409,26.225668,32.29101,34.314798,38.143936,40.750358,47.328015,58.186425,67.343182,85.71851,107.229417,117.424462,131.025956,145.250514,174.317253,185.03457,211.854134,243.230029,247.166196,268.559197,306.72988,305.658885,303.017642,294.315214,311.675047,332.858006,342.740581,361.234088,394.938632,451.461831,549.016868,541.170351,531.953102,504.947743,543.624853,688.480126,824.320449,606.631359,1114.438693,786.610669,752.861444,713.141959,741.438663,727.762874,775.414324,738.453824,766.014499,788.640165,786.285431,762.924758,813.101686,847.170347
"    Mortgages, notes, and bonds payable in 1 year or more",142.912726,153.566489,165.520929,NaN,180.952224,192.87761,210.274079,232.505779,252.423388,285.612415,326.03875,362.700303,402.71509,445.200445,493.152166,542.093213,586.703526,638.277006,694.119251,780.536053,884.636968,986.663932,1058.070877,1224.277725,1323.209421,1494.350573,1699.272481,1958.477161,2141.169042,2352.107056,2490.067919,2665.09825,2697.9093,2742.496304,2871.04577,3099.902033,3335.426303,3650.975449,4072.058514,4813.249719,5448.156416,6183.999343,6781.681427,7184.589809,7383.799418,8154.008233,8331.501033,9398.633789,10786.111434,11061.883947,10718.334953,14679.741337,14488.93215,14473.299884,13578.988994,14303.576318,14997.734091,15753.468123,16435.721587,16732.043913,17830.010514,18626.793901,19417.821674,20465.500002
    Other liabilities ,157.59053,163.41049,170.473676,NaN,191.686182,194.959284,204.335352,211.847489,232.691608,246.594982,267.474691,283.106029,314.093243,350.136281,387.914108,425.603032,451.67688,464.804046,504.857804,560.776983,651.059724,846.696691,1072.164634,979.894871,1156.873507,1214.879371,1467.912913,1728.638194,1942.679565,2219.993412,2473.885302,2423.067175,2710.749072,2872.881055,3148.683849,3411.295097,3668.771655,3897.947822,4119.302972,4537.780597,4704.367882,4957.514852,5337.844395,6073.368168,6761.943361,7065.958007,7314.06777,6911.004387,8948.800201,7759.698093,8683.435932,8302.942542,8793.21501,11212.603663,12772.971436,14012.985144,14695.326689,15035.491276,15139.09286,15104.893183,16415.093637,16899.888177,18785.842394,19551.502698
Net worth [ =sum(l.42:l.47) - l.48  ],389.003525,408.965846,434.19377,NaN,476.555474,503.404912,535.997779,567.081617,613.044846,666.610027,727.558827,752.411163,809.019729,886.131335,958.409763,1015.735379,1097.064805,1207.317461,1350.970865,1494.756856,1715.78507,1944.388256,2243.940781,2469.572984,2645.431551,2884.12729,3303.698576,3698.134695,3947.380235,4206.827439,4602.704975,4738.917551,5276.48555,5700.354747,6463.939611,7031.240884,8131.941003,9495.226103,11353.013694,13108.275236,15362.860996,17348.650369,17614.743174,17545.109175,18818.686574,20814.368622,23524.907609,25996.02364,28811.778908,25468.894496,27283.586993,28937.661636,29249.756158,31803.974531,35079.298277,37997.99576,38071.567622,40834.411851,44753.483226,45133.316371,46452.720449,52837.713615,63157.590222,60901.459658
    Capital stock ,135.095139,140.348104,146.371529,NaN,154.602218,158.11963,161.356975,167.778336,176.70942,181.313747,195.547563,201.213719,210.224732,220.584621,228.377837,240.07671,251.715862,268.788251,286.775916,309.432793,352.811534,417.153783,532.560826,658.259634,787.278549,839.344147,920.182882,1190.6288,1291.674344,1429.486841,1477.27352,1584.840863,1740.894708,1881.147182,2042.497435,2132.453838,2194.368322,2278.486551,2950.770321,3244.023916,3521.992715,3966.282789,4253.450013,3999.980176,3150.571907,2308.398504,2482.284753,2512.611862,2774.69877,3184.46092,3018.667754,3063.511916,2982.655356,3067.291429,2981.871137,3118.46269,3471.912907,3587.652414,3618.872824,3758.489427,3784.228049,3698.350283,4370.079412,4791.802037
    Additional paid-in capital  ,57.91407,66.719215,75.123711,NaN,86.074696,95.535755,102.89365,115.069525,127.777665,152.460034,181.802541,196.642421,217.048396,237.893303,257.917575,274.124499,298.534854,321.885839,353.452174,381.888848,447.596758,532.039407,670.619223,782.269156,873.620667,1066.288359,1420.996805,1725.785087,1988.355017,2154.243458,2595.241587,2814.210083,3257.218951,3655.821974,4223.297163,4789.687457,5445.997437,6426.779286,7252.539718,8610.169238,10186.395658,12264.81866,13919.963504,15286.648711,15258.444856,16160.039808,17828.29985,19142.04777,21792.376549,23574.012952,24109.65543,24282.845843,24859.384948,26243.083964,27641.930947,30068.342919,31327.143108,33174.642039,34692.045278,35054.860622,35410.535828,39717.426818,45162.963529,49471.466695
"    Retained earnings, appropriated",16.756827,17.084967,19.416916,NaN,20.596459,18.688931,18.61891,17.800148,18.87313,18.845214,15.598098,16.657051,21.317454,26.313376,23.711983,25.066618,29.955676,34.569746,36.677846,40.070733,48.745435,41.461644,45.939734,54.727615,52.53837,51.100507,54.074364,64.975012,83.651846,77.508595,75.039921,60.978729,74.926536,79.869218,106.288339,81.281367,105.683587,119.900185,150.317214,185.16316,210.792152,181.838405,140.283315,116.673731,167.723931,218.699183,242.693805,269.600823,272.250608,129.882504,198.497968,278.315896,255.941229,403.210895,420.099498,454.873967,389.850154,453.740732,527.18813,409.889103,495.08967,620.825705,733.596143,483.024956
"    Retained earnings, unappropriated",179.237489,184.81356,193.281614,NaN,215.282101,231.060596,253.128244,273.150345,297.520651,322.796852,344.918321,349.22575,373.519153,415.971235,466.309858,495.624274,537.631026,604.83477,700.688279,795.467154,910.521567,1027.902049,1124.012345,1173.094293,1221.793087,1256.771201,1311.512589,1313.6866,1257.000416,1313.070807,1335.773741,1349.027584,1365.865627,1351.565703,1555.335037,1617.192154,2085.712657,2398.629035,2963.055922,3190.40923,3741.892919,3445.346327,2024.73146,1060.109067,2141.352269,3080.704937,4131.035702,5555.382822,5745.530476,768.599701,2066.79313,3395.463652,3514.340899,4539.078631,6605.770086,7168.451108,5950.929042,6910.058299,9453.527578,9731.92419,10871.309245,12892.949379,17436.22367,11157.448359
"    Retained Earnings, 1120S (1986-1989)",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.58459,75.873478,102.816168,111.61323,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
    Adjustments to shareholders' equity (1998-2013),NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.006539,17.108266,-3.382272,-33.277666,-66.214884,-27.51076,-21.710161,-42.269533,-61.276825,-48.038758,-285.127766,-241.206005,-139.409084,-184.083191,-137.831365,-56.456558,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
    Less:  Cost of treasury stock ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.716737,7.83602,8.80582,10.307696,11.327778,13.090006,14.6312,17.90749,19.156722,20.772613,22.761145,26.62335,32.102672,43.890224,74.168627,129.191347,198.777714,289.799122,329.376924,403.068064,612.525394,749.174866,870.29843,992.237024,1070.139706,1162.42027,1268.049328,1463.478361,1589.37393,1699.820997,1728.568951,1963.66948,2118.483766,2315.32071,2506.253537,2690.407452,2852.087624,1871.895626,931.763649,1117.136968,1422.342812,1725.038736,1902.933815,1868.821284,1943.066588,2178.483084,2310.859023,2513.916833,2812.134924,3068.267589,3291.681633,3538.150583,3821.846972,4108.442343,4091.83857,4545.272533,5002.282389
    Addendum (L.1): Capital Stock (1959-1966)  [= l.50 + l.51 ],135.095139,140.348104,146.371529,NaN,NaN,NaN,NaN,167.778336,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"    Addendum(L.1.1): Capital Stock, Preferred (1959-1966)",16.521898,16.951903,17.702382,NaN,NaN,NaN,NaN,19.629121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"    Addendum(L.1.2): Capital Stock, Common (1959-1966)",118.573241,123.396201,128.669147,NaN,NaN,NaN,NaN,148.149215,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Total receipts [ = sum(l.53:l.67) ] ,816.799884,849.131939,873.177644,949.305342,1008.742704,1086.739483,1194.600662,1306.517897,1374.598532,1507.785705,1680.482985,1750.776503,1906.007776,2171.209849,2557.68895,3089.701363,3198.62786,3635.471982,4128.304478,4714.602615,5598.689129,6361.284012,7026.351839,7024.097766,7135.494059,7860.711226,8398.278426,8669.378501,9580.720701,10264.867461,10934.973405,11409.520074,11436.474767,11742.134729,12269.72171,13360.007157,14539.050114,15525.718006,16609.707302,17323.955004,18892.385694,20605.808071,20272.957624,19749.426052,20689.574291,22711.863939,25504.789203,27401.873714,28762.923553,28589.771221,24772.531137,26198.522973,28335.600572,29403.675461,30191.736006,31562.783912,31029.885986,31208.416098,32961.514674,35179.610207,35909.984137,33404.34189,39802.048295,45344.721435
    Business receipts,772.914545,802.79092,823.943265,895.120385,949.548793,1018.889198,1120.381727,1224.370364,1284.999547,1403.499593,1560.830321,1620.886576,1763.760318,2007.328615,2361.381928,2854.819489,2961.72964,3370.399288,3813.925121,4353.704519,5136.075461,5731.616337,6244.678064,6156.994009,6334.602711,6948.481893,7369.538953,7535.482221,8414.537647,8949.846244,9427.277533,9860.441633,9965.628799,10360.428794,10865.54252,11883.614939,12785.797708,13659.470309,14460.928695,15010.264802,16313.971385,17636.551349,17504.28863,17297.125146,18264.393898,19975.875761,21800.290496,23310.309765,24217.396005,24718.121658,21584.886008,23058.234713,25197.647975,26029.143463,26849.546002,28075.177764,27491.762734,27575.145184,29179.992898,30837.266201,31367.32142,29179.436547,34953.209547,39942.995664
    Interest on state and local government obligations (tax-exempt),0.857329,0.994086,1.140236,1.23623,1.456378,1.558968,1.750812,1.925751,2.195302,2.592635,3.073844,3.775917,4.196416,4.675519,5.347093,5.774934,6.711606,7.12705,7.820906,9.140667,10.872462,12.620876,13.88146,14.124877,16.667263,16.613501,20.164514,23.57834,30.76443,32.308213,36.278852,35.164734,36.33986,38.3317,43.319556,44.424838,46.323344,44.698016,46.882297,49.128679,51.780203,51.940598,49.227853,48.212626,48.99678,47.221454,61.174727,64.731038,69.925142,70.487764,61.095733,59.36596,54.32157,57.096083,57.946503,55.626685,56.916062,59.454261,61.570484,61.500174,52.483738,50.424815,58.98139,60.981729
    Interest on US Government obligations (taxable) (1959-1981),2.98507,3.185713,3.036501,3.390361,3.628309,3.885639,3.922292,4.099561,4.26594,4.990812,5.400318,5.911199,6.318231,6.6539,7.946489,8.980561,10.552799,13.371626,14.356996,16.241045,19.508285,25.440716,36.638092,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
    Interest on GO subject to surtax only (1959-62),0.082657,0.0442,0.04717,0.045491,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
    Interest (1982-2021),NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,515.628874,494.603803,563.793348,614.500241,635.093073,674.891063,772.316565,930.912502,942.23794,883.325876,790.946417,764.546106,837.214525,993.173428,1037.373687,1140.011267,1227.640206,1301.772282,1576.100843,1499.683236,1233.298115,1132.675179,1337.625869,1712.270625,2242.464157,2569.844172,2108.790412,1478.71715,1306.237091,1289.431666,1208.961004,1109.032939,1099.539451,1107.460209,1190.397564,1343.951589,1587.008407,1710.232097,1293.172656,1212.857794,1809.739905
    Other interest (1959-1981),16.967728,19.353028,20.649114,23.076022,25.774463,28.432669,31.541607,35.866694,38.897946,44.698527,53.738002,61.883309,65.595506,74.978315,99.990786,128.255978,126.034505,135.511998,154.491738,195.479301,258.924285,328.802958,442.918194,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
    Dividends received from domestic corporations,2.948191,3.083806,3.276302,3.645027,3.591649,4.02226,4.52114,4.434963,4.419734,4.856246,5.031253,5.238421,5.5002,6.500707,9.441803,13.792007,8.818282,11.968994,13.932345,13.321287,16.824708,18.6548,17.442112,18.155559,19.696776,21.185391,16.967379,15.156098,13.864647,15.165056,15.4802,13.413839,13.114605,13.109858,13.570604,13.233145,22.842877,16.314809,19.14849,20.010007,20.679644,20.86988,18.964132,17.382452,17.973872,19.505243,21.401252,32.501875,35.277898,36.740575,23.565823,30.841311,20.931643,24.777808,26.234464,25.553709,29.612602,28.283759,28.527721,28.205079,28.232339,26.80385,34.605012,39.049336
    Dividends received from foreign corporations,1.040403,1.069708,1.514362,1.431046,1.882415,2.484116,2.212608,1.877099,2.180687,2.092081,2.903544,3.466515,4.184507,4.609085,5.401351,7.443159,5.467726,7.491448,8.275849,9.277932,12.713087,14.563353,13.79032,13.950906,13.89207,15.373474,20.770361,22.747046,25.180395,42.281099,33.503834,33.261669,28.760176,28.883052,25.90777,30.322365,35.418063,46.245061,51.009284,49.232904,64.905407,60.203391,49.99767,45.580553,44.921527,58.411038,362.945282,72.419945,88.309568,104.536146,137.247458,144.571375,94.975435,110.831045,122.757253,108.522288,125.922411,100.294608,43.623098,52.151458,43.086918,50.722725,76.137245,65.367733
    Rents,6.828004,5.639286,4.526897,5.416722,4.276701,7.223488,7.755007,8.818362,10.054132,10.933388,13.044752,13.938502,15.300671,17.232909,18.958874,20.192446,21.76513,24.742127,32.638084,30.260402,31.86487,41.371141,53.805764,69.614109,69.580411,75.834113,89.700937,93.972214,92.105433,92.309807,102.685563,100.642848,101.958702,98.901418,85.478375,81.809466,87.120169,91.414648,97.899303,106.686977,117.644823,131.301498,134.013856,136.156,136.321392,132.058314,136.067022,137.059289,145.180209,145.172538,134.67052,129.772908,135.89855,146.190154,160.186839,174.616402,187.849284,201.280683,200.030507,218.20401,221.832255,551.468055,600.884522,255.171334
    Royalties,0.882861,0.991603,1.139075,1.180628,1.151066,1.466777,1.749855,2.004179,2.071096,2.220258,2.35734,2.586387,2.726358,3.245679,3.595472,4.639852,5.167141,5.77666,6.135428,7.904359,8.437908,12.45025,13.716872,13.437404,13.876095,14.535929,15.237421,16.411642,20.743856,23.942535,26.810742,32.142258,34.822123,41.426926,44.076734,50.044128,57.98261,65.148709,78.519427,93.600002,105.74154,122.513266,116.98982,115.860138,133.184522,141.99923,153.609706,161.655558,169.054255,171.746355,161.592002,177.416966,179.488795,185.436762,195.261751,193.908402,188.070058,200.832593,197.030569,205.164926,230.825085,272.269897,389.470977,405.190691
    Net short-term capital gain reduced by net long-term capital loss,0.072391,0.084205,0.089574,0.085381,0.089492,0.086103,0.118222,0.138969,0.248168,0.40976,0.224253,0.190439,0.300904,0.314385,0.222053,0.262659,0.301601,0.39803,0.52141,0.884646,1.207729,2.01351,2.178572,2.882207,5.048854,3.233999,7.032062,11.797841,8.45303,5.574907,10.759508,4.110745,13.742293,14.586137,26.064516,10.997054,40.083929,35.925017,69.545224,37.302058,94.913405,85.003779,20.770292,14.655834,22.725799,24.993598,38.685662,54.913226,91.210452,25.382115,23.413217,38.413938,27.975223,41.326146,62.884653,74.318723,30.644648,28.690369,67.993368,44.979287,38.693351,96.299881,177.606926,27.039282
    Net long-term capital gain reduced by net short-term capital loss,2.971045,3.057994,4.457645,3.766543,3.94311,4.359952,5.340562,5.923769,7.455338,9.227836,8.332488,5.48158,6.719841,9.111781,9.082578,8.168867,8.364523,9.67529,11.916138,14.679876,19.958447,24.910957,29.06463,26.318184,33.924549,38.518792,53.771685,93.2976,63.754106,56.684288,62.471314,50.935859,41.111234,45.124296,53.3035,47.895615,60.852565,75.171594,101.490776,125.012968,146.520147,173.758106,117.443499,76.266064,85.965872,110.055554,161.699988,180.65986,200.661537,105.92356,60.691991,108.800593,123.919334,141.915487,159.278587,189.766702,205.137592,206.162939,186.125893,242.293185,262.982218,234.669209,366.259644,242.034371
    1120S LTCG-STCL (1984) adjustment,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.058664,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"    Net gain, noncapital assets",1.932706,1.915722,1.787116,1.866628,2.036494,2.449651,2.916948,3.093979,3.416249,4.92659,5.351223,5.315562,7.61507,8.476682,7.735232,6.952875,7.757287,8.891674,11.16925,12.137078,15.378796,20.117615,16.639271,20.992023,26.134711,26.506096,33.537842,44.149399,29.568649,36.522792,34.997162,32.275111,31.476569,32.313236,32.763625,35.212818,42.98793,52.27042,58.26427,69.519362,64.698446,70.035992,61.890648,69.144256,76.272207,81.501337,78.271268,88.854621,83.933167,66.07764,69.991196,78.722096,91.586069,113.362556,95.954282,114.953489,126.133019,134.675945,128.385047,199.809426,230.270983,272.273996,282.491784,214.033502
    Other receipts,6.316954,6.921668,7.570387,9.044878,11.363834,11.880662,12.389882,13.964207,14.394393,17.337979,20.195647,22.102096,23.789754,28.082272,28.585291,30.418538,35.95762,40.117797,53.121213,51.571503,66.923091,128.721498,141.598493,171.999616,107.466819,136.693354,157.057032,177.693029,206.857448,237.915957,253.796196,304.893438,286.194531,278.082895,315.148404,325.238265,366.467491,401.685737,486.008268,535.55704,609.758412,677.529368,699.687988,695.744869,726.143243,782.616541,978.373175,1056.30438,1092.131148,1036.792458,1036.66004,1066.146023,1119.424312,1344.634951,1352.652732,1450.800295,1480.377369,1483.198194,1524.283498,1703.028054,1724.023732,1712.819168,2023.537896,2283.117889
    Addendum (R.1): Dividends (1988-2021) [ = sum(l.59:l.60) ],3.988594,4.153514,4.790664,5.076073,5.474064,6.506376,6.733748,6.312062,6.600421,6.948327,7.934797,8.704936,9.684707,11.109792,14.843154,21.235166,14.286008,19.460442,22.208194,22.599219,29.537795,33.218153,31.232432,32.106465,33.588846,36.558865,37.73774,37.903144,39.045042,57.446155,48.984034,46.675508,41.874781,41.99291,39.478374,43.55551,58.26094,62.55987,70.157774,69.242911,85.585051,81.073271,68.961802,62.963005,62.895399,77.916281,384.346534,104.92182,123.587466,141.276721,160.813281,175.412686,115.907078,135.608853,148.991717,134.075997,155.535013,128.578367,72.150819,80.356537,71.319257,77.526575,110.742257,104.417069
    Addendum (R.2): Dividends received from domestic corporations (1988-2021) [ = sum(l.70:l.71) ],NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.165056,15.4802,13.413839,13.114605,13.109858,13.570604,13.233145,22.842877,16.314809,19.14849,20.010007,20.679644,20.86988,18.964132,17.382452,17.973872,19.505243,21.401252,32.501875,35.277898,36.740575,23.565823,30.841311,20.931643,24.777808,26.234464,25.553709,29.612602,28.283759,28.527721,28.205079,28.232339,26.80385,47.584552,39.04539
    Addendum (R.2.1): Dividends from less than 20% owned domestic corporations,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.349623,10.18297,9.478013,8.449392,8.166215,9.188814,9.101175,9.534019,10.851928,11.619963,13.342597,15.633238,13.162726,12.827755,10.375698,11.920019,14.307872,15.774846,19.482858,22.405696,21.24364,15.652329,16.194836,14.856368,16.463525,17.955912,17.800205,21.633274,19.729742,19.753904,21.131855,21.843714,20.609874,34.605012,23.328957
    Addendum (R.2.2): Other,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.815433,5.29723,3.935826,4.665213,4.943643,4.38179,4.13197,13.308858,5.462881,7.528527,6.66741,5.046406,7.707154,6.136377,7.006754,6.053853,5.197371,5.626406,13.019017,12.872202,15.496935,7.913494,14.646475,6.075275,8.314283,8.278552,7.753504,7.979328,8.554017,8.773817,7.073224,6.385685,6.193975,12.97954,15.716433
"    Addendum (R.3): Other Receipts, computed (1983-86) [ = l.73 + l.74 ]",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,107.466819,136.693354,157.057032,177.693029,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
