Tax year,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
    Addendum (R.3.1): Other Receipts as reported (1983-1986),NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,105.422613,133.948728,153.934848,174.261151,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
    Addendum (R.3.2): Nonqualifying dividends and interest (1983-86),NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.044206,2.744626,3.122184,3.431878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
    Addendum (R.4): Taxable Interest (1959-2019) [ = sum(l.55:l.58) ],20.035455,22.582941,23.732785,26.511874,29.402772,32.318308,35.463899,39.966255,43.163886,49.689339,59.13832,67.794508,71.913737,81.632215,107.937275,137.236539,136.587304,148.883624,168.848734,211.720346,278.43257,354.243674,479.556286,515.628874,494.603803,563.793348,614.500241,635.093073,674.891063,772.316565,930.912502,942.23794,883.325876,790.946417,764.546106,837.214525,993.173428,1037.373687,1140.011267,1227.640206,1301.772282,1576.100843,1499.683236,1233.298115,1132.675179,1337.625869,1712.270625,2242.464157,2569.844172,2108.790412,1478.71715,1306.237091,1289.431666,1208.961004,1109.032939,1099.539451,1107.460209,1190.397564,1343.951589,1587.008407,1710.232097,1293.172656,1212.857794,1809.739905
Total deductions [ = sum(l.77:l.95) ],769.145288,804.632679,826.143508,898.463074,953.005883,1023.680095,1119.860008,1225.224603,1295.348229,1420.308745,1598.348211,1682.778847,1824.06309,2071.731591,2435.043788,2941.543997,3052.674597,3448.882876,3908.781721,4467.196877,5315.725012,6125.365155,6813.841356,6869.267462,6945.457358,7628.772166,8158.144126,8394.932819,9243.903854,9853.420138,10544.705529,11032.57463,11087.119512,11329.910609,11764.744057,12774.888028,13821.277581,14728.089018,15704.242236,16489.425015,17966.97206,19691.591726,19682.982949,19198.882118,19940.594557,21636.155758,23612.765507,25501.557823,26974.256505,27686.726909,23943.764728,24944.31068,27092.72858,27712.774925,28356.590109,29522.395123,29102.346228,29395.310793,31383.726097,32850.348223,33607.979099,31218.043392,36414.451289,41318.667736
    Cost of Sales and Operations (1959-1993),557.061668,577.039064,586.557225,638.036184,672.971818,722.476998,792.95259,866.425312,908.598347,989.550267,1104.571988,1146.263273,1241.281637,1412.500893,1682.49255,2068.068555,2129.928467,2416.628161,2725.009554,3113.421507,3709.672825,4204.905905,4509.198199,4270.85031,4308.238989,4692.505746,4894.254081,4922.763967,5596.218574,5944.935455,6317.467181,6610.769883,6654.370271,6771.767395,7052.236546,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
    Cost of Goods Sold (1994-2019),NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7624.876881,8206.073365,8707.10024,9114.245646,9362.392237,10284.098039,11135.287909,11041.53303,10607.404004,11318.644763,12497.904654,13816.464452,14799.59876,15513.226543,16080.386856,13286.300393,14501.547034,16180.343317,16578.523067,17140.894131,17850.424254,17044.271877,16948.158765,18117.334066,19192.727325,19244.541273,17592.831199,21266.515031,24572.660017
    Compensation of officers,13.411436,14.526765,15.380547,16.958243,18.067519,19.254127,21.028932,22.819103,24.508215,26.499958,30.333959,32.846381,36.399361,41.332941,47.100981,53.040517,57.832552,64.00176,73.793066,85.085175,97.221581,108.973751,120.324784,129.481025,141.193212,157.028565,170.73754,185.395342,200.048676,203.220587,197.766376,205.403164,201.408195,221.064264,226.147454,281.81304,303.636318,319.104055,335.569195,356.850517,373.735141,401.41631,382.813379,381.235331,388.66174,416.761257,444.974385,473.551505,479.253522,466.838453,428.085257,435.4116,453.807361,479.226947,478.733557,488.312828,501.399581,497.813405,512.617696,493.035053,500.232123,507.515295,560.614622,563.402645
"    Salaries and Wages (1993-2021, 2001 est)",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1007.250963,1124.366115,1216.019253,1335.622425,1485.032982,1613.559231,1783.025584,1957.81257,1973.05376,1988.294949,2049.39593,2168.288908,2327.662606,2457.071143,2576.670571,2569.36063,2430.417317,2534.235105,2636.75733,2778.560379,2883.060721,3047.33909,3236.017758,3330.277919,3499.2091,3593.826062,3776.767778,3677.634705,4184.726649,4515.391209
    Repairs,6.654787,7.006714,7.183812,7.82347,8.216894,8.723701,9.212367,10.35419,11.05685,11.909547,13.211288,13.986819,14.756198,16.72186,19.21293,22.352998,23.422171,26.397911,30.158253,33.861153,38.712313,42.407967,70.289424,72.524061,74.652495,76.367591,81.495784,83.848507,86.425629,86.236216,90.044129,95.887821,94.643427,93.926324,104.140185,112.355063,118.59769,126.163589,128.52047,130.298655,133.209853,139.591861,144.239688,132.998715,134.963543,142.843894,154.331486,160.139517,163.839986,176.026838,162.600239,172.430241,182.672231,188.378275,194.32577,203.547453,218.679907,216.61133,223.884127,230.472407,240.981219,228.917084,257.570251,291.03427
    Bad debts,2.330969,2.849149,3.144122,3.506754,3.539976,3.908397,4.229708,4.273426,4.421796,4.909715,5.87548,6.479814,7.80834,8.252383,10.500601,12.755529,13.781147,13.812395,14.249343,15.660693,17.432363,18.769771,22.286815,26.690963,30.543184,33.803267,43.333588,53.419371,54.578189,58.64469,68.805675,83.690549,100.875268,89.579547,80.671397,76.692447,67.769341,74.65658,83.564771,86.371104,100.202508,107.679638,142.19686,168.045866,151.140752,139.664267,119.04127,105.859875,130.037401,253.94548,379.381535,316.319889,252.173405,193.815103,145.330983,117.271745,123.925653,141.532813,135.087941,120.745404,145.61846,171.626051,126.890368,166.04581
    Rent paid on business property,8.208562,8.989432,9.926855,11.15663,12.038469,13.083516,14.294804,15.486559,16.808835,18.635744,21.463085,23.842355,26.682813,29.36681,33.64241,37.738188,40.769829,45.069251,50.019434,56.032175,63.517369,71.990832,82.412276,94.91754,104.717965,119.476469,134.661335,145.188558,153.781416,161.141584,173.079979,184.77154,192.743992,196.187884,200.741346,223.144204,232.104107,248.260668,265.198976,308.317657,347.245365,380.083953,398.04524,410.639197,407.139494,419.657325,438.512225,462.011788,476.806855,490.901903,476.296427,467.082617,471.393175,483.969719,494.661004,513.203667,529.238782,539.680281,548.671268,565.65802,592.531777,551.468055,600.884522,660.620176
    Taxes paid,19.189112,21.129646,22.428996,24.802873,27.083705,29.802537,31.65641,35.258317,37.06609,40.97969,46.476582,49.523243,52.969913,60.057276,68.225198,74.705371,81.530302,92.98386,104.282166,116.15507,127.751719,163.003622,170.470926,165.888353,173.420116,191.748629,200.977161,203.491687,211.346315,222.323028,236.145632,250.928813,257.796399,273.955753,289.513615,321.766242,325.838495,341.133797,350.272133,354.578692,371.183229,390.067116,392.458476,396.571738,416.812815,446.793685,472.952167,496.63849,508.506316,469.131527,473.161532,493.253563,519.383532,546.149818,563.942799,580.595537,579.597882,589.763592,601.737148,631.682374,650.265768,593.449279,746.336638,843.931944
    Interest paid,12.558235,14.622156,15.646145,18.434568,20.711477,23.246196,26.425014,31.348428,35.370294,41.205972,51.717379,62.05501,64.697011,72.88388,99.61542,132.94948,129.307921,135.056207,152.865323,192.403316,261.277331,344.612542,476.964684,515.032667,475.060444,535.819101,568.645475,572.973834,589.989252,672.447709,831.521305,825.372164,735.721055,597.033444,546.236159,611.155531,744.764676,770.885334,866.474183,966.659473,1018.972484,1271.678744,1203.045923,912.751562,818.016806,938.790256,1287.097591,1787.103982,2085.113379,1658.635566,1069.664294,888.206191,860.102222,814.425772,711.362644,706.062988,727.775565,792.615677,909.748983,982.469657,1120.427087,845.338607,710.103561,965.88649
    Contributions or gifts,0.481575,0.482151,0.511872,0.594713,0.656602,0.729389,0.785366,0.805035,0.829757,1.004803,1.05537,0.797029,0.865097,1.009187,1.174188,1.199655,1.20213,1.487408,1.789747,2.084022,2.288334,2.358554,2.514425,2.906476,3.626605,4.057112,4.471736,5.178918,4.980027,4.893019,4.89292,4.752406,4.762763,5.521019,6.305178,7.102825,7.425566,7.821988,8.372161,8.667513,10.732153,10.657214,11.414505,10.334666,10.823373,11.596559,16.594361,14.786047,14.247608,12.447752,13.067133,16.323649,14.773314,16.381191,16.674328,17.755335,18.581315,18.566206,18.660551,27.759198,23.260339,29.318529,34.674433,35.785997
    Amortization ,1.565991,1.216881,0.971828,0.681488,0.487927,0.326991,0.262,0.207992,0.230429,0.275561,0.332552,0.745005,0.784175,0.945864,0.920027,0.82482,0.717398,0.868134,0.981002,1.188784,1.408016,1.374658,4.712864,3.784654,4.309952,5.170089,6.133737,14.005202,17.407143,20.325799,25.569136,31.503958,35.923984,36.58236,38.494898,40.514898,45.998611,52.174446,61.739615,74.336292,86.12469,98.333079,110.454488,115.00668,121.284821,129.766141,140.874992,156.554689,174.279249,183.749318,191.332857,192.448778,196.053708,201.269012,208.63185,219.690385,227.780389,231.597389,247.208056,245.314461,270.008647,264.865553,303.188935,355.795692
    Depreciation,20.493626,22.159675,23.687786,27.553447,29.564177,31.696173,34.134836,37.473286,40.819886,44.384154,49.139399,52.941266,57.260761,63.748993,70.342895,78.597689,86.295664,93.761989,106.972692,121.2999,138.061915,157.345828,186.195048,213.17916,241.491819,264.882261,304.380703,312.582789,316.710668,327.516917,337.302354,332.781754,333.952832,346.214939,363.545335,403.349614,436.581144,473.964879,513.137459,542.490397,583.799587,614.3727,649.988724,710.881312,692.432495,690.857316,530.931029,563.963516,598.724481,758.553811,712.240224,727.79954,873.888617,709.449781,729.90762,769.459631,821.623073,856.590125,975.872393,1137.856798,1176.834561,1031.226031,1148.515202,1268.944924
    Depletion,3.239439,3.522575,3.586569,3.772246,4.076957,4.462972,4.792384,5.121827,5.51683,6.050178,6.011234,5.623339,6.211783,6.871094,9.300592,18.999456,5.341489,5.632809,5.658877,6.40202,7.817359,8.871993,7.929396,7.021176,7.574216,8.05126,7.779731,9.035885,8.460962,8.716602,9.251107,9.646712,8.417411,9.023229,8.471334,9.42379,9.998046,10.0683,10.196566,9.685686,9.803284,10.244959,9.803354,9.418123,10.170908,11.960564,15.421478,15.18067,19.062216,21.515332,21.521952,23.265631,26.690501,27.463018,26.909519,26.60958,26.085528,23.424261,22.430881,19.16638,22.105478,20.689418,21.241647,24.557038
    Advertising,8.74676,9.290759,9.562881,10.391326,11.032982,12.05824,13.310169,14.533672,15.01808,16.234584,17.690219,18.089097,18.980689,21.351121,23.021061,24.640318,26.605786,30.7771,35.29821,40.786627,46.321658,52.266004,60.094601,64.987632,72.39387,82.02344,91.922667,98.959857,106.556098,114.408994,124.432075,126.417097,129.194304,134.332126,140.143456,156.524537,162.777591,177.382991,188.052086,198.214266,216.066879,234.000558,219.834114,218.035603,224.790471,238.662306,253.187675,277.006387,277.41291,266.795558,241.468941,255.673826,263.563643,274.503596,284.505883,295.420565,316.096024,325.377839,336.233483,353.702224,379.273097,335.739467,417.746462,473.153216
"    Pension, profit-sharing, stock bonus, and annuity plans",4.584044,4.646391,4.72061,5.162516,5.447352,6.253759,7.26788,8.227264,8.90858,10.080914,11.08754,12.225912,14.156473,16.799665,19.720991,23.033777,26.526129,31.354998,36.463699,41.825415,46.506098,51.52931,52.952583,54.232011,54.355062,52.555188,49.588712,48.242217,46.533727,45.183078,44.159248,42.233693,46.487339,56.177312,61.073784,80.335184,81.791802,67.012249,71.424733,71.689478,76.77956,85.788656,85.523682,132.414263,137.053065,149.061713,146.824063,151.419973,149.863892,162.825732,166.270002,167.035828,170.974307,180.786667,159.580481,165.64472,165.688575,196.256706,210.287595,162.255787,173.649982,170.920584,168.250536,183.802534
    Employee benefit programs,2.190268,2.600492,2.976172,3.073366,3.413863,3.616527,4.111833,4.558577,4.79336,5.525872,6.372993,7.398283,8.883176,10.49236,12.151017,13.534184,15.690563,19.285318,23.498403,27.019096,33.620835,40.179104,45.795892,51.838884,59.115141,64.547638,71.601577,73.633515,84.603727,94.322487,109.56136,113.320117,133.467913,142.114225,160.120219,160.459845,165.112064,174.043676,184.290082,195.453372,203.531897,231.325484,245.747438,249.904744,277.325261,298.070744,303.141008,315.404442,322.088995,332.106413,336.333981,328.756132,340.826975,362.610707,364.305331,378.52571,396.98022,407.784268,430.73978,417.909817,439.996307,417.345947,452.559866,487.987304
"    Net loss, noncapital assets",1.292916,0.643469,0.577763,0.480251,0.577184,0.659086,0.584986,1.113549,0.67683,1.217801,1.374841,1.289305,1.346552,1.691137,1.417968,1.70282,1.804079,1.95548,1.618022,2.155305,4.07202,5.903104,7.943607,10.36702,7.615697,9.647008,7.893175,12.859566,12.047435,14.094202,21.121221,22.330746,18.859047,18.678786,26.272309,31.642356,28.033601,25.907405,20.77775,21.309505,29.06526,31.3145,40.969394,51.879801,51.799134,42.75187,38.000708,29.547416,41.325289,107.700334,102.001864,67.057227,56.885036,32.014203,49.344301,53.299385,60.765488,81.035842,57.739135,72.109058,50.995302,68.801561,47.869908,73.765492
    Other Deductions ,107.1359,113.90736,119.280325,126.034999,135.118981,143.381486,154.810729,167.218066,180.72405,201.843985,231.634302,248.672716,270.979111,307.706127,336.204959,377.40064,411.91897,469.810095,546.12393,611.816617,720.043275,850.872216,993.755841,1185.565538,1187.148601,1331.088812,1520.267133,1653.353611,1754.216022,1875.009779,1953.585833,2092.764214,2138.495313,2337.752003,1453.379881,1509.365459,1668.755911,1816.786396,2017.373428,2188.55094,2339.396551,2591.93648,2631.860898,2703.065565,2730.139189,2892.724299,3106.754011,3235.719623,3443.797292,3675.805406,3453.62078,3357.463829,3592.439906,3845.24767,3833.741481,3973.05189,3990.709201,4085.992523,4421.996022,4515.392562,4730.168699,4710.356029,5366.762659,5835.902976
    Deductions n.e.c. (2013-2019),NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,70.677706,116.18036,117.12941,112.231852,114.267872,88.265636,70.321202,NaN,NaN,NaN
    Addendum (D.1): Other Deductions + Salaries & Wages (Consistent Series) (1959-2019)  [ = l.80 + l.94 ],107.1359,113.90736,119.280325,126.034999,135.118981,143.381486,154.810729,167.218066,180.72405,201.843985,231.634302,248.672716,270.979111,307.706127,336.204959,377.40064,411.91897,469.810095,546.12393,611.816617,720.043275,850.872216,993.755841,1185.565538,1187.148601,1331.088812,1520.267133,1653.353611,1754.216022,1875.009779,1953.585833,2092.764214,2138.495313,2337.752003,2460.630844,2633.731574,2884.775164,3152.408821,3502.40641,3802.110171,4122.422135,4549.74905,4604.914658,4691.360514,4779.535119,5061.013207,5434.416617,5692.790766,6020.467863,6245.166036,5884.038097,5891.698934,6229.197236,6623.808049,6716.802202,7020.39098,7226.726959,7416.270442,7921.205122,8109.218624,8506.936477,8387.990734,9551.489308,10351.294185
Total receipts less total deductions [ = l.52 - l.76 ],47.654596,44.49926,47.034136,50.842268,55.736821,63.059388,74.740654,81.293294,79.250303,87.47696,82.134774,67.997656,81.944686,99.478258,122.645162,148.157366,145.953263,186.589106,219.522757,247.405739,282.964117,235.918858,212.510484,154.830304,190.036702,231.939061,240.1343,274.445682,336.816848,411.447323,390.267875,376.945444,349.355256,412.224119,504.977653,585.119129,717.772533,797.628988,905.465066,834.529989,925.413634,914.216344,589.974675,550.543934,748.979734,1075.708181,1892.023696,1900.315891,1788.667049,903.044312,828.76641,1254.212293,1242.871992,1690.900535,1835.145897,2040.388788,1927.539758,1813.105305,1577.788577,2329.261983,2302.005037,2186.298499,3387.597006,4026.053699
    Constructive taxable income from related foreign corporations (1963-2017),NaN,NaN,NaN,NaN,0.004297,0.074774,0.899979,1.160163,1.126728,1.077663,1.157755,1.679875,1.952053,1.957903,3.148829,3.615376,3.395169,5.95705,7.541192,8.602401,12.524077,15.70856,15.019938,13.628716,14.94449,17.575037,20.299335,19.038861,22.226855,33.97733,35.100199,36.776886,31.844399,28.104602,36.501077,36.58324,42.744182,53.554019,56.813868,52.822281,55.322097,65.249771,62.87653,61.325249,80.005681,83.205831,117.806164,97.789598,118.04099,151.785489,151.282736,161.649459,134.459066,140.469082,151.655868,160.113294,163.031026,159.566088,139.740345,NaN,NaN,NaN,NaN,NaN
    Foreign Deemed Income (2018-2019),NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1123.61854,619.236294,537.609967,744.239056,828.820403
Net income (less deficit) [ =l.97 - l.54 -l.76 + sum(l.98:l.99) ],46.797267,43.505174,45.8939,49.606038,54.28474,61.575194,73.889821,80.527706,78.181729,85.961988,80.218685,65.901614,79.700323,96.760642,120.446898,145.997808,142.636826,185.419106,219.243043,246.867473,284.615731,239.006542,213.648962,154.334143,188.313928,232.900596,240.11902,269.53024,328.22371,412.982753,389.010675,370.632632,344.859794,401.997022,498.159174,577.27753,714.193371,806.48499,915.396637,838.223591,928.955528,927.525517,603.623352,563.656558,779.988635,1111.692655,1948.655133,1933.37445,1836.782896,984.342037,918.953413,1356.495792,1323.009488,1774.273534,1928.855261,2144.875397,2033.654723,1913.217132,1655.958437,3391.38035,2868.757594,2673.48365,4072.854671,4793.892373
    Net income,NaN,NaN,NaN,NaN,61.315228,68.734651,80.796801,87.740224,86.653746,95.102002,93.43259,83.710924,96.688311,112.798221,138.324272,171.166224,169.483336,210.4064,245.27449,274.519721,321.649761,NaN,NaN,274.352942,296.932146,349.179415,363.867384,408.86076,465.234737,555.850912,556.332401,552.526789,535.816622,570.43138,658.666005,739.502875,880.653345,986.782683,1117.825239,1091.15005,1229.295911,1336.619605,1112.48055,1053.126217,1175.60899,1455.796796,2234.882109,2239.614334,2252.873834,1806.889716,1614.866575,1836.376714,1829.098228,2175.014906,2329.359354,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
    Deficit,NaN,NaN,NaN,NaN,7.030488,7.159457,6.90698,7.212518,8.472017,9.140014,13.213905,17.80931,16.987988,16.037579,17.877374,25.168416,26.84651,24.987294,26.031447,27.652248,37.03403,NaN,NaN,120.018799,108.618218,116.278819,123.748365,139.33052,137.011027,142.868159,167.321725,181.894157,190.956827,168.434358,160.506831,162.225345,166.459975,180.297692,202.428602,252.926459,300.340383,409.094088,508.857198,489.46966,395.620355,344.104141,286.226977,306.239884,416.090938,822.547679,695.913162,479.880923,506.08874,400.741372,400.504093,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Income subject to tax,47.648078,47.246572,49.484709,51.722846,54.33131,60.368827,70.839773,77.100586,74.80102,81.409673,81.222807,72.374437,83.164816,95.063146,115.54426,143.982513,146.589287,183.471529,212.501782,239.631773,279.376063,246.598486,241.496368,205.175407,218.686396,257.05406,266.060609,276.172502,311.840615,383.201978,371.054512,366.352857,350.009712,377.899601,436.797939,493.996239,564.733017,639.839995,683.792847,663.385528,693.735694,760.404334,635.257416,600.553517,699.336915,857.391889,1201.325339,1291.430767,1248.285457,978.15264,894.850255,1022.17506,994.393494,1149.799988,1258.482675,1401.174826,1375.081017,1271.220581,1002.274664,1956.678526,1733.277148,1780.304543,2422.050144,2879.100959
Total income tax,22.524687,21.866299,22.898298,23.930297,26.282217,27.856983,31.661573,34.449174,33.301013,39.694253,39.374125,33.293018,37.510264,42.890248,52.438603,66.112989,66.144308,83.291815,96.340453,107.888445,120.047034,105.142436,102.257851,86.766154,92.218567,107.968407,111.340839,111.140137,118.484975,131.367397,127.754021,128.185666,121.121231,131.28469,154.447416,172.776719,198.786648,223.712985,239.394206,231.399671,241.987588,266.281801,220.874245,209.69113,243.822946,299.555304,419.209279,453.082065,437.076428,342.380874,313.46446,358.414397,349.347851,402.96275,441.849495,491.086359,481.214136,445.686079,358.916908,404.083686,382.99847,393.791783,528.80547,633.315735
Total income tax after credits,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,96.403099,92.566319,101.532378,119.937278,135.519687,156.39278,170.620945,184.175993,181.545146,193.027641,204.043788,166.711988,153.61287,177.517404,224.435343,312.086477,353.083862,331.374445,228.522752,204.995622,222.968658,220.894314,267.854131,293.357284,336.078471,329.622408,316.359191,264.859782,244.686608,257.130349,276.611038,371.403253,448.720584
Cost of Labor,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,626.262069,662.142438,672.039532,719.012001,763.154647,802.508548,859.522344,832.744732,846.040722,870.479249,900.443349,962.614949,998.473445,1026.496112,959.498035,846.231413,867.031963,922.575403,970.937402,1017.785658,1076.113429,1134.994946,1176.769638,1241.973389,1274.587431,1312.176284,1219.012812,1359.936662,1545.316788
Addendum(T.1): Income Subject to Tax: Number of Returns,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,846064.0,804760.0,805611.0,807921.0,904253.0,912851.0,927872.0,891445.0,894446.0,868820.0,828470.0,780223.0,696230.0,660582.0,664616.0,698546.0,688782.0,650342.0,571836.0,513596.0,506416.0,505466.0,518770.0,533580.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Addendum(T.2): Alternative minimum tax: Number of returns,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32458.0,30613.0,28002.0,29325.0,29492.0,25834.0,27715.0,25047.0,18360.0,14901.0,13135.0,7101.0,7066.0,9564.0,10648.0,13619.0,12253.0,11266.0,9942.0,7592.0,8588.0,11405.0,11812.0,10222.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Addendum(T.3): Foreign Tax Credit: Number of returns,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5203.0,4597.0,5147.0,6314.0,7202.0,6716.0,6096.0,6588.0,5922.0,5864.0,5937.0,5488.0,4726.0,5414.0,5500.0,6016.0,6955.0,6512.0,7257.0,5722.0,7058.0,6731.0,7189.0,6554.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Addendum(IT.1): Regular tax and surtax,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35.749136,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Addendum(IT.2): Surcharge,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.127685,3.428775,3.445189,0.784437,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Addendum(IT.3): Regular tax, surtax, and alternative tax",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,42.466695,51.989863,65.586637,65.769822,82.793852,95.627563,106.976893,118.8603,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Addendum(IT.4): Regular and Alternative Tax,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,103.831172,100.644417,85.077493,90.461858,106.013271,109.106358,108.77326,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Addendum(IT.5): Regular tax ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,115.073572,126.899211,123.236461,119.43443,116.275308,125.770915,149.02669,167.547891,193.564219,219.75661,235.325362,228.021519,238.722344,262.232738,218.67561,207.056104,241.275165,296.200379,416.324111,450.16788,433.492836,339.72561,310.11242,354.921619,345.414746,399.106132,437.372463,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
